"Island","Site","Genus_Code","Site_Genet","Latitude","Longitude","Year_STA","Date_STA","Year_END","Date_END","Interval","GROWTH_LEp_cm.yr","GROWTH_LEv_cm.yr"
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_197",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0501131933085161,-0.00590348295015066
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_202",23.87811,-166.29095,2013,"2013-09-08",2016,"2016-09-25","13_16",-0.369319684951858,-0.0505304545930194
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_203",23.87811,-166.29095,2013,"2013-09-08",2016,"2016-09-25","13_16",-0.0681116672858211,-0.0190192950474235
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_213",23.87811,-166.29095,2013,"2013-09-08",2016,"2016-09-25","13_16",-0.151354922509688,-0.0409032593577264
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_213",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0479220584282926,-0.00274024266646519
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_225",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0757284672776491,0.0833581214632919
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_250",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.00270464165507118,-0.00205248280580277
"FFS","OCC-FFS-002","POCS","OCC-FFS-002_253",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",2.34557024747163,6.02204367564952
"FFS","OCC-FFS-002","POCS","OCC-FFS-002_253",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.70742831949382,2.01733132248114
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_257",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.232202192729646,-0.166148233536133
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_262",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0210865445189524,-0.0120189697809096
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_263",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0107793688872105,0.339713047823774
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_273",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.246736477625077,-0.120699679456465
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_275",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0142684366052893,0.027724120838379
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_278",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0465253547031054,-0.000120123729236086
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_280",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0776429448893238,-0.023277166108851
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_282",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0853413227429779,0.0630895975082065
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_282",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.00304504472903269,0.00581310467104148
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_290",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0609964294149853,-0.0569398397162483
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_293",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.179534137317978,-0.0345620665452466
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_293",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.114638858019646,-0.0315312935202928
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_299",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0574120483820677,-0.00496794763976197
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_301",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0258467624412648,0.0310369308474015
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_307",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.174360473155677,0.207567726823124
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_308",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.211353333345349,0.303124065238198
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_308",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.112735955320741,0.151256605043714
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_310",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.30384706448729,-0.0614636076097066
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_311",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.301830232139472,0.10242343507839
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_321",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.229591619086342,-0.0601472839987818
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_321",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.349927319595074,0.85112128884074
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_322",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.121148516354382,-0.0408727879505356
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_323",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0349374942914858,-0.0610875274161694
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_327",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0803846600277538,-0.00298894013615611
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_328",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0143955950338948,0.0611526015466495
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_328",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.00830871671072435,0.0442107176738511
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_331",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0197888351727379,0.0265756256941049
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_332",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0503983443182828,-0.0814329129696382
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_336",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.122279239916674,-0.0712002658694621
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_337",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.279654433423084,-0.0404833947857761
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_343",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0832328183184359,-0.0407930276594234
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_344",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.157728586799822,-0.120803604546738
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_344",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.0667399874637308,0.00836781671189557
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_345",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.089027308048981,0.013372534835916
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_346",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.300851485399447,0.217147491221579
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_348",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0959578997218519,-0.025520294612138
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_348",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.163467212846629,0.393028669166826
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_349",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.126791799262506,-0.0140102118880318
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_360",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.183250739370272,0.0697421543653672
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_367",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0912185928285422,-0.00154095348108319
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_371",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0991358903442333,0.0214166019983917
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_374",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.178853427803395,0.142099867694241
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_389",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.183415832737314,-0.0614994452297246
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_390",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.319764703260022,0.182858976906147
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_391",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.0547324673394445,-0.0552923210313091
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_391",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.135807665264018,-0.0372951215759362
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_392",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.106949362091627,-0.0217751617038169
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_398",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",0.0739875880873578,0.11095175626279
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_399",23.87811,-166.29095,2016,"2016-09-25",2019,"2019-08-29","16_19",-0.608164545511602,-0.19570172677526
"FFS","OCC-FFS-002","POCS","OCC-FFS-002_435",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.427942712629334,0.521810294384086
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_437",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.0181645742397135,-0.0116473186559679
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_438",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.22303119780972,-0.0927313459676216
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_441",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.141145391301622,0.0186618168728443
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_444",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.00335848259692011,-0.0123658948738817
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_446",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.0532248104470249,-0.0128341608718644
"FFS","OCC-FFS-002","POCS","OCC-FFS-002_456",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",1.33108629026224,4.46290621320792
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_463",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.0318886732195932,-0.013637137249309
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_465",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.302458732371402,0.34114267258123
"FFS","OCC-FFS-002","MOSP","OCC-FFS-002_467",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.48638804200415,0.202973719194406
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_468",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.141541000075887,-0.0678088848549865
"FFS","OCC-FFS-002","POCS","OCC-FFS-002_478",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.590298381750331,0.83410953834731
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_488",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",-0.0658922055495799,-0.0228113315858399
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_500",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.00299332876928779,0.0346345758379095
"FFS","OCC-FFS-002","POSP","OCC-FFS-002_511",23.87811,-166.29095,2019,"2019-08-29",2024,"2024-08-11","19_24",0.00349107677078423,0.0033975788567616
"HAW","OCC-HAW-002","POCS","OCC-HAW-002_053",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",1.64988371100183,4.16893843973034
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_054",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.348494249036963,-0.0404157189241336
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_056",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0154551180457422,0.0298466945835796
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_058",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",1.06966516910809,0.821122776458903
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_059",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.117904678488853,0.170537619159603
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_059",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.142681654695722,0.020364348783755
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_060",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.379786949292286,-0.240776917281774
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_060",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.112417960762871,-0.0420742137367575
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_062",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.0746723012251924,0.124083223218003
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_062",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.0682760692330501,-0.0222415804205703
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_066",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.00148225776099642,0.0877746231453291
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_069",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.263048225586697,0.112906322881002
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_070",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.125834059907566,-0.00631468970056749
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_072",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.0251885241384503,-0.00972191832330383
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_072",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.0463526933244772,0.096833788235039
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_074",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0248476998067263,0.0170440889861801
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_074",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.0689250742037006,-0.0213603635389564
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_076",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.110147313416217,-0.0726677031789794
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_078",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.18221356671366,-0.0299642949200042
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_079",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.353999009634769,-0.262356906699025
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_079",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.232938343204226,0.843584529947131
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_080",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.126744068596081,-0.0714146813961135
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_081",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.527496704139887,0.193213254236343
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_081",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.577171728626155,0.350739462494657
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_083",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0598649584819173,0.000879903895544743
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_084",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.0290201058598296,-0.114854830729156
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_084",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.0237861365367607,0.0201156113394017
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_085",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.270320859433849,-0.166611622503644
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_085",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.0939370942250315,-0.0616805780745666
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_086",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.159744884722493,0.12395259456143
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_087",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.0417059716160477,0.118245455660578
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_087",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.0520649018488248,0.248440905601119
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_088",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0266970312790235,0.0343423985518243
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_095",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.651376683535905,3.50499678139472
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_096",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0225089378542088,-0.0108287075171862
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_096",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.122723415489717,-0.0664134972696869
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_099",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.00118287341059731,-0.0169006907194918
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_101",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.00258616369392596,-0.0299348242842291
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_102",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0315635406849559,-0.0172879895649745
"HAW","OCC-HAW-002","POCS","OCC-HAW-002_103",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.19318386289739,1.42094817690621
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_105",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.195007668180248,-0.0451965823162797
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_105",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.36140102810243,0.191937576249768
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_110",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.207290500093899,-0.150733993719531
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_114",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.204042952027309,-0.0930484584153348
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_115",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0626784818488612,-0.0136777859667107
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_116",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0903668317682559,-0.0293282860300683
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_120",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.350297110990013,0.502854619750334
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_121",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.625289093015721,-0.421241461798121
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_121",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",0.127890876554576,0.0523562051558953
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_127",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0477708038160764,-0.0245442972521538
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_128",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.364766128163597,-0.116134174974556
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_128",20.26822,-155.86041,2019,"2019-07-13",2024,"2024-07-06","19_24",-0.00675708342019403,0.000519235243528089
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_130",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.2033878257982,-0.111797709848915
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_131",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.103525565023238,0.233795222530888
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_132",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.192054054772782,0.255771248504208
"HAW","OCC-HAW-002","MOSP","OCC-HAW-002_133",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0686912102191403,-0.0437662709238449
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_136",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.108793189297617,-0.0550299965747576
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_137",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",-0.0343665737929768,0.0345607252711513
"HAW","OCC-HAW-002","POSP","OCC-HAW-002_138",20.26822,-155.86041,2016,"2016-08-15",2019,"2019-07-13","16_19",0.263667990964091,0.250155919767833
