"","Island","Site","Genus","Site_Genet","TimePt_STA","TP_ID_STA","Year_STA","TL_Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TimePt_END","TP_ID_END","Year_END","TL_Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_Surface_Area_STA","l10_Surface_Area_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_Surface_Area_ENDann","Mortality","Survival"
"11","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_035",1,4,2016,2016-09-25,0.002052613,0.00104492,0.201115555,1,2,7,2019,2019-08-29,0.001219535,0.00082742,0.152387633,1,"GROW","16_19",-2.98091695825007,-3.08227398575539,-0.101357027505322,-2.68769292486597,-2.91380573115284,-0.226112806286869,2.92402464065708,-3.01558049223539,-2.76502223431941,0,1
"12","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_035",2,7,2019,2019-08-29,0.001219535,0.00082742,0.152387633,1,3,8,2024,2024-08-11,0,0,0,0,"MORT","19_24",-3.08227398575539,-Inf,-Inf,-2.91380573115284,-Inf,-Inf,4.95277207392197,-Inf,-Inf,1,0
"13","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",0,1,2013,2013-09-08,0.004525014,0.00268032,0.237885111,1,1,4,2016,2016-09-25,0.006221251,0.00368392,0.326027245,1,"GROW","13_16",-2.57181335300931,-2.43368980951096,0.138123543498344,-2.34438007278732,-2.20612227643969,0.13825779634763,3.04722792607803,-2.52648574810116,-2.29900841050882,0,1
"14","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",1,4,2016,2016-09-25,0.006221251,0.00368392,0.326027245,1,2,7,2019,2019-08-29,0.002583303,0.00182092,0.203600837,1,"GROW","16_19",-2.43368980951096,-2.73970913400835,-0.306019324497384,-2.20612227643969,-2.58782465170108,-0.381702375261388,2.92402464065708,-2.53834669927938,-2.33666234438372,0,1
"15","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_036",2,7,2019,2019-08-29,0.002583303,0.00182092,0.203600837,1,3,8,2024,2024-08-11,0.001207739,0.00073622,0.126044487,1,"GROW","19_24",-2.73970913400835,-3.13299238877517,-0.393283254766827,-2.58782465170108,-2.91802690934635,-0.330202257645275,4.95277207392197,-2.81911582765323,-2.65449484219579,0,1
"16","FFS","OCC-FFS-002","POSP","OCC-FFS-002_037",0,1,2013,2013-09-08,0.003375542,0.0019596,0.22234886,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.70783256921571,-Inf,-Inf,-2.47165648395578,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"17","FFS","OCC-FFS-002","POSP","OCC-FFS-002_038",0,1,2013,2013-09-08,0.012317514,0.00332432,0.254571402,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.47829717756388,-Inf,-Inf,-1.90947693543671,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"18","FFS","OCC-FFS-002","POSP","OCC-FFS-002_039",0,1,2013,2013-09-08,0.001081955,0.00045782,0.115902353,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.33930523896617,-Inf,-Inf,-2.96579080176004,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"19","FFS","OCC-FFS-002","POSP","OCC-FFS-002_040",0,1,2013,2013-09-08,0.004754757,0.00133572,0.152287129,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.87428457120141,-Inf,-Inf,-2.32287167352274,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"20","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_041",0,1,2013,2013-09-08,0.000670468,0.00043822,0.107760214,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.35830780548041,-Inf,-Inf,-3.17362194526214,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"21","FFS","OCC-FFS-002","POSP","OCC-FFS-002_042",0,1,2013,2013-09-08,0.000447776,0.00020942,0.059961225,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.67898184474473,-Inf,-Inf,-3.34893918754772,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"22","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_043",0,1,2013,2013-09-08,0.000674122,0.00038342,0.08410336,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.41632523714628,-Inf,-Inf,-3.17126149941113,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"23","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_044",0,1,2013,2013-09-08,0.001412462,0.00116962,0.142931787,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.93195521407348,-Inf,-Inf,-2.85002322734025,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"24","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_045",0,1,2013,2013-09-08,0.000383076,0.00018452,0.05606173,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.73395655406377,-Inf,-Inf,-3.41671505604111,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"25","FFS","OCC-FFS-002","POSP","OCC-FFS-002_046",0,1,2013,2013-09-08,0.000323909,0.00024032,0.059718585,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.61921008467593,-Inf,-Inf,-3.48957698469734,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"26","FFS","OCC-FFS-002","POSP","OCC-FFS-002_047",0,1,2013,2013-09-08,0.000251063,0.00020372,0.054890158,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.69096633249586,-Inf,-Inf,-3.60021728601203,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"27","FFS","OCC-FFS-002","POSP","OCC-FFS-002_048",0,1,2013,2013-09-08,0.000755913,0.00046252,0.091860722,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.33486948302908,-Inf,-Inf,-3.12152818570799,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"28","FFS","OCC-FFS-002","POSP","OCC-FFS-002_049",0,1,2013,2013-09-08,0.000331441,0.00022932,0.058890162,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.63955806689736,-Inf,-Inf,-3.47959376938564,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"29","FFS","OCC-FFS-002","POSP","OCC-FFS-002_050",0,1,2013,2013-09-08,0.000561971,0.00036502,0.088103363,1,1,4,2016,2016-09-25,0.000329844,0.00031092,0.074547015,1,"GROW","13_16",-3.43768333923756,-3.50735134096655,-0.0696680017289899,-3.25028609522264,-3.48169141150953,-0.231405316286891,3.04722792607803,-3.46054608643569,-3.32622571047312,0,1
"30","FFS","OCC-FFS-002","POSP","OCC-FFS-002_050",1,4,2016,2016-09-25,0.000329844,0.00031092,0.074547015,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.50735134096655,-Inf,-Inf,-3.48169141150953,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"31","FFS","OCC-FFS-002","POSP","OCC-FFS-002_051",0,1,2013,2013-09-08,0.002208619,0.00160832,0.171257689,1,1,4,2016,2016-09-25,0.002393263,0.00168912,0.225742973,1,"GROW","13_16",-2.79362753742354,-2.77233949578922,0.0212880416343153,-2.65587919606552,-2.62100957335789,0.0348696227076353,3.04722792607803,-2.78664150219718,-2.64443613254893,0,1
"32","FFS","OCC-FFS-002","POSP","OCC-FFS-002_051",1,4,2016,2016-09-25,0.002393263,0.00168912,0.225742973,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-2.77233949578922,-Inf,-Inf,-2.62100957335789,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"33","FFS","OCC-FFS-002","POSP","OCC-FFS-002_052",0,1,2013,2013-09-08,0.001130772,0.00089132,0.12048814,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.049966348394,-Inf,-Inf,-2.94662495398164,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"34","FFS","OCC-FFS-002","POSP","OCC-FFS-002_053",0,1,2013,2013-09-08,0.003865186,0.00203042,0.184044488,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.69241411735001,-Inf,-Inf,-2.41282960217774,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"35","FFS","OCC-FFS-002","POSP","OCC-FFS-002_054",0,1,2013,2013-09-08,0.000192942,0.00011632,0.048061732,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.93434560648504,-Inf,-Inf,-3.71457322397459,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"36","FFS","OCC-FFS-002","POSP","OCC-FFS-002_055",0,1,2013,2013-09-08,0.003067816,0.0022558,0.248005714,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.64669940767927,-Inf,-Inf,-2.51317069184856,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"37","FFS","OCC-FFS-002","POSP","OCC-FFS-002_056",0,1,2013,2013-09-08,0.002745231,0.00035192,0.087860722,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.45355605103119,-Inf,-Inf,-2.56142110556567,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"38","FFS","OCC-FFS-002","POSP","OCC-FFS-002_057",0,1,2013,2013-09-08,0.000150438,0.00014312,0.048404878,1,1,4,2016,2016-09-25,0.000181713,0.00015502,0.050647517,1,"GROW","13_16",-3.84429967244068,-3.80961226744709,0.0346874049935963,-3.82264244894505,-3.74061400155105,0.0820284473940007,3.04722792607803,-3.83291640678578,-3.79572340994176,0,1
"39","FFS","OCC-FFS-002","POSP","OCC-FFS-002_057",1,4,2016,2016-09-25,0.000181713,0.00015502,0.050647517,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.80961226744709,-Inf,-Inf,-3.74061400155105,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"40","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_058",0,1,2013,2013-09-08,0.000367942,0.00035344,0.115579307,2,1,4,2016,2016-09-25,0.003160007,0.00040412,0.09337544,1,"GROW","13_16",-3.45168430147264,-3.39348965568281,0.0581946457898272,-3.43422063530792,-2.50031195533792,0.933908679969994,3.04722792607803,-3.4325867324028,-3.12774251728542,0,1
"41","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_058",1,4,2016,2016-09-25,0.003160007,0.00040412,0.09337544,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.39348965568281,-Inf,-Inf,-2.50031195533792,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"42","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_059",0,1,2013,2013-09-08,0.000529264,0.00051562,0.105417072,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.28767024546685,-Inf,-Inf,-3.27632764527391,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"43","FFS","OCC-FFS-002","POSP","OCC-FFS-002_060",0,1,2013,2013-09-08,0.00148848,0.00124072,0.144831283,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.90632621703088,-Inf,-Inf,-2.82725699638709,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"44","FFS","OCC-FFS-002","POSP","OCC-FFS-002_061",0,1,2013,2013-09-08,0.00029558,0.00025662,0.063819091,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.59070949935955,-Inf,-Inf,-3.52932495520106,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"45","FFS","OCC-FFS-002","POSP","OCC-FFS-002_062",0,1,2013,2013-09-08,0.000264706,0.00021532,0.058890155,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.66691562885635,-Inf,-Inf,-3.5772362145832,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"46","FFS","OCC-FFS-002","POSP","OCC-FFS-002_063",0,1,2013,2013-09-08,0.000346381,0.00030292,0.075375441,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.51867205184743,-Inf,-Inf,-3.46044593831019,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"47","FFS","OCC-FFS-002","POSP","OCC-FFS-002_064",0,1,2013,2013-09-08,0.000356519,0.00021022,0.061132799,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.67732596824858,-Inf,-Inf,-3.44791732029942,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"48","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_065",0,1,2013,2013-09-08,0.003565432,0.00190962,0.256956175,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.71905304548635,-Inf,-Inf,-2.44788784201137,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"49","FFS","OCC-FFS-002","POSP","OCC-FFS-002_066",0,1,2013,2013-09-08,0.002010798,0.00108162,0.147073924,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.96592529088346,-Inf,-Inf,-2.69663155540606,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"50","FFS","OCC-FFS-002","POSP","OCC-FFS-002_067",0,1,2013,2013-09-08,0.001586358,0.00113572,0.138973418,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.94472872623381,-Inf,-Inf,-2.79959879691779,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"51","FFS","OCC-FFS-002","POSP","OCC-FFS-002_068",0,1,2013,2013-09-08,0.000494082,0.00043392,0.098689149,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.36259033214905,-Inf,-Inf,-3.30620096769138,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"52","FFS","OCC-FFS-002","POSP","OCC-FFS-002_069",0,1,2013,2013-09-08,0.001077617,0.00082452,0.116831284,1,1,4,2016,2016-09-25,0.000137262,0.00013662,0.044647516,1,"GROW","13_16",-3.08379880541147,-3.86448571900121,-0.780686913589747,-2.96753556599706,-3.86244967743547,-0.894914111438406,3.04722792607803,-3.3399945782674,-3.26121694892867,0,1
"53","FFS","OCC-FFS-002","POSP","OCC-FFS-002_069",1,4,2016,2016-09-25,0.000137262,0.00013662,0.044647516,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.86448571900121,-Inf,-Inf,-3.86244967743547,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"54","FFS","OCC-FFS-002","POSP","OCC-FFS-002_070",0,1,2013,2013-09-08,0.000687034,0.00052402,0.126387634,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.28065213720734,-Inf,-Inf,-3.16302177000448,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"55","FFS","OCC-FFS-002","POSP","OCC-FFS-002_071",0,1,2013,2013-09-08,0.001626123,0.00108732,0.136346,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.96364262354753,-Inf,-Inf,-2.78884660744986,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"56","FFS","OCC-FFS-002","POSP","OCC-FFS-002_072",0,1,2013,2013-09-08,0.00011666,0.00010272,0.041576451,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.98834498927522,-Inf,-Inf,-3.933078027906,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"57","FFS","OCC-FFS-002","POSP","OCC-FFS-002_073",0,1,2013,2013-09-08,0.000153017,5.272e-05,0.031576452,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-4.27802459841405,-Inf,-Inf,-3.8152603169206,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"58","FFS","OCC-FFS-002","POSP","OCC-FFS-002_074",0,1,2013,2013-09-08,0.000511095,0.00040972,0.099032291,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.38751283595499,-Inf,-Inf,-3.29149836769088,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"59","FFS","OCC-FFS-002","POSP","OCC-FFS-002_075",0,1,2013,2013-09-08,0.000602629,0.00055172,0.102346006,1,1,4,2016,2016-09-25,0.000461698,0.00038652,0.092689147,1,"GROW","13_16",-3.25828127246386,-3.41282802913268,-0.154546756668823,-3.2199499728337,-3.33564200673724,-0.115692033903535,3.04722792607803,-3.30899843587203,-3.25791629393277,0,1
"60","FFS","OCC-FFS-002","POSP","OCC-FFS-002_075",1,4,2016,2016-09-25,0.000461698,0.00038652,0.092689147,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.41282802913268,-Inf,-Inf,-3.33564200673724,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"61","FFS","OCC-FFS-002","POSP","OCC-FFS-002_076",0,1,2013,2013-09-08,0.001393979,0.00078722,0.170245503,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.10390388081236,-Inf,-Inf,-2.85574376874362,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"62","FFS","OCC-FFS-002","POSP","OCC-FFS-002_077",0,1,2013,2013-09-08,0.001032388,0.00082342,0.136588645,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.08437858865727,-Inf,-Inf,-2.98615705213676,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"63","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_078",0,1,2013,2013-09-08,0.000310738,0.00021312,0.07089016,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.67137579250979,-Inf,-Inf,-3.50760563383486,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"64","FFS","OCC-FFS-002","POSP","OCC-FFS-002_079",0,1,2013,2013-09-08,0.000258618,0.00015832,0.058061732,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.80046421880166,-Inf,-Inf,-3.58734125119335,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"65","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_080",0,1,2013,2013-09-08,0.002019295,0.00188502,0.184730781,1,1,4,2016,2016-09-25,0.000541823,0.00050342,0.103274936,1,"GROW","13_16",-2.72468403758362,-3.29806953468138,-0.573385497097762,-2.69480023008391,-3.26614256342047,-0.571342333336559,3.04722792607803,-2.91285030246678,-2.88229599580824,0,1
"66","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_080",1,4,2016,2016-09-25,0.000541823,0.00050342,0.103274936,1,2,7,2019,2019-08-29,0.000748529,0.00068152,0.116831283,1,"GROW","16_19",-3.29806953468138,-3.16652139476373,0.131548139917648,-3.26614256342047,-3.12579136927417,0.140351194146302,2.92402464065708,-3.25308080986404,-3.21814324351229,0,1
"67","FFS","OCC-FFS-002","MOSP","OCC-FFS-002_080",2,7,2019,2019-08-29,0.000748529,0.00068152,0.116831283,1,3,8,2024,2024-08-11,0,0,0,0,"MORT","19_24",-3.16652139476373,-Inf,-Inf,-3.12579136927417,-Inf,-Inf,4.95277207392197,-Inf,-Inf,1,0
"68","FFS","OCC-FFS-002","POSP","OCC-FFS-002_081",0,1,2013,2013-09-08,0.001800713,0.00164812,0.1874587,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-2.78301117040558,-Inf,-Inf,-2.7445555000892,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"69","FFS","OCC-FFS-002","POSP","OCC-FFS-002_082",0,1,2013,2013-09-08,0.000358568,0.00027422,0.070304373,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.56190087349661,-Inf,-Inf,-3.44542847116963,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"70","FFS","OCC-FFS-002","POSP","OCC-FFS-002_083",0,1,2013,2013-09-08,0.000990154,0.00051902,0.118931789,1,1,4,2016,2016-09-25,0.000321159,0.00028432,0.093032293,1,"GROW","13_16",-3.28481590665581,-3.54619258953877,-0.261376682882962,-3.00429725373693,-3.4932799030269,-0.488982649289977,3.04722792607803,-3.3705911388418,-3.16476527948101,0,1
"71","FFS","OCC-FFS-002","POSP","OCC-FFS-002_083",1,4,2016,2016-09-25,0.000321159,0.00028432,0.093032293,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.54619258953877,-Inf,-Inf,-3.4932799030269,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"72","FFS","OCC-FFS-002","POSP","OCC-FFS-002_084",0,1,2013,2013-09-08,0.003439144,0.00123552,0.245056683,1,1,4,2016,2016-09-25,0.000582691,0.00026282,0.063475945,1,"GROW","13_16",-2.90815022005604,-3.58034158903942,-0.672191368983375,-2.46354963950334,-3.23456168978787,-0.77101205028453,3.04722792607803,-3.12874132295019,-2.71657044037165,0,1
"73","FFS","OCC-FFS-002","POSP","OCC-FFS-002_084",1,4,2016,2016-09-25,0.000582691,0.00026282,0.063475945,1,2,7,2019,2019-08-29,0.001052803,0.00042822,0.082789655,1,"GROW","16_19",-3.58034158903942,-3.36833305285943,0.212008536179992,-3.23456168978787,-2.97765288619062,0.256908803597255,2.92402464065708,-3.50783586072505,-3.14670032226549,0,1
"74","FFS","OCC-FFS-002","POSP","OCC-FFS-002_084",2,7,2019,2019-08-29,0.001052803,0.00042822,0.082789655,1,3,8,2024,2024-08-11,0,0,0,0,"MORT","19_24",-3.36833305285943,-Inf,-Inf,-2.97765288619062,-Inf,-Inf,4.95277207392197,-Inf,-Inf,1,0
"75","FFS","OCC-FFS-002","POSP","OCC-FFS-002_085",0,1,2013,2013-09-08,0.000479191,0.00035612,0.088346002,1,1,4,2016,2016-09-25,0.000650571,0.00052322,0.10941707,1,"GROW","13_16",-3.44840363529589,-3.28131566353007,0.167087971765828,-3.31949134731124,-3.18670529983172,0.132786047479514,3.04722792607803,-3.39357085749943,-3.27591533307773,0,1
"76","FFS","OCC-FFS-002","POSP","OCC-FFS-002_085",1,4,2016,2016-09-25,0.000650571,0.00052322,0.10941707,1,2,7,2019,2019-08-29,0,0,0,0,"MORT","16_19",-3.28131566353007,-Inf,-Inf,-3.18670529983172,-Inf,-Inf,2.92402464065708,-Inf,-Inf,1,0
"77","FFS","OCC-FFS-002","POSP","OCC-FFS-002_086",0,1,2013,2013-09-08,0.000502072,0.00034722,0.083618077,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.45939526725281,-Inf,-Inf,-3.29923399807311,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"78","FFS","OCC-FFS-002","POSP","OCC-FFS-002_087",0,1,2013,2013-09-08,0.000163111,0.00012762,0.05381909,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.89408125971363,-Inf,-Inf,-3.7875167497003,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"79","FFS","OCC-FFS-002","POSP","OCC-FFS-002_088",0,1,2013,2013-09-08,0.000673135,0.00057562,0.092931792,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.23986412484881,-Inf,-Inf,-3.17189782749156,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
"80","FFS","OCC-FFS-002","POSP","OCC-FFS-002_089",0,1,2013,2013-09-08,0.000555915,0.00049242,0.094931787,1,1,4,2016,2016-09-25,0,0,0,0,"MORT","13_16",-3.30766431619311,-Inf,-Inf,-3.25499160743411,-Inf,-Inf,3.04722792607803,-Inf,-Inf,1,0
