"Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TP_ID_END","Year_END","TL_Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_Surface_Area_STA","l10_Surface_Area_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_Surface_Area_ENDann","Mortality","Survival","REGION"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_074",2,2017,"2017-06-07",0.000152104,0.00012379,0.043781357,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-3.90731443706251,-Inf,-Inf,-3.81785936480903,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_075",2,2017,"2017-06-07",0.000312972,0.000182235,0.072213391,1,3,2022,"2022-07-24",0.000201222,0.00013457,0.045558491,1,"GROW","17_22",-3.73936820888283,-3.87105174759067,-0.131683538707835,-3.50449451481596,-3.69632453874395,-0.191830023927992,5.12799452429843,-3.76504755352407,-3.54190290576081,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_076",2,2017,"2017-06-07",9.82133e-05,8.15e-05,0.037489172,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-4.08884239126002,-Inf,-Inf,-4.00782969627118,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_077",2,2017,"2017-06-07",0.000400822,0.00031568,0.101889869,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-3.50075293209188,-Inf,-Inf,-3.39704844927557,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_078",2,2017,"2017-06-07",0.000341378,0.00022626,0.079207787,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-3.64539221721074,-Inf,-Inf,-3.46676447029353,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_079",2,2017,"2017-06-07",0.009109633,0.001674075,0.184624686,1,3,2022,"2022-07-24",0.208246294,0.069967245,1.887959049,1,"GROW","17_22",-2.77622508914055,-1.15510522634302,1.62111986279753,-2.04049911910663,-0.681422718659092,1.35907640044754,5.12799452429843,-2.4600937330878,-1.77546833679832,0,1,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_080",2,2017,"2017-06-07",0.013875627,0.010091015,0.497781573,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-1.99606514825971,-Inf,-Inf,-1.85774738323319,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_081",2,2017,"2017-06-07",0.025049302,0.016442295,0.768000287,1,3,2022,"2022-07-24",0.018865559,0.007805825,0.415570598,1,"GROW","17_22",-1.78403756415162,-2.1075811894609,-0.323543625309284,-1.60120437126467,-1.72433032181636,-0.123125950551687,5.12799452429843,-1.84713116219979,-1.62521491768165,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_082",2,2017,"2017-06-07",0.024452783,0.01579042,1.014289392,3,3,2022,"2022-07-24",0.079623687,0.05221166,2.107816544,4,"GROW","17_22",-1.80160631829718,-1.28223249875674,0.519373819540444,-1.61167170616154,-1.09895771614301,0.51271399001853,5.12799452429843,-1.70032426405952,-1.51168837201618,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_084",2,2017,"2017-06-07",0.001383489,0.00111006,0.228646338,1,3,2022,"2022-07-24",0.016482953,0.010727325,0.992797616,3,"GROW","17_22",-2.95465354647039,-1.96950856159177,0.985144984878617,-2.85902428954673,-1.78296497973127,1.07605930981546,5.12799452429843,-2.76254238484363,-2.64918410646606,0,1,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_085",2,2017,"2017-06-07",0.018041187,0.009260385,0.47098923,1,3,2022,"2022-07-24",0.035812639,0.019508055,0.751705039,1,"GROW","17_22",-2.03337095717338,-1.70978602865137,0.32358492852201,-1.74373489192761,-1.44596367505319,0.297771216874424,5.12799452429843,-1.97026930466796,-1.68566711992367,0,1,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_086",2,2017,"2017-06-07",0.002174413,0.00154394,0.169986055,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-2.81136958105678,-Inf,-Inf,-2.66265796411996,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_087",2,2017,"2017-06-07",0.011714446,0.00594907,0.717383027,4,3,2022,"2022-07-24",0.025220406,0.01061925,1.340398326,2,"GROW","17_22",-2.2255509208994,-1.97390615485186,0.251644766047538,-1.93127824525158,-1.5982479264013,0.333030318850273,5.12799452429843,-2.17647817621234,-1.86633466598833,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_088",2,2017,"2017-06-07",0.002243133,0.001774555,0.30840705,2,3,2022,"2022-07-24",0.007385207,0.003689405,0.522938934,3,"GROW","17_22",-2.7509105357211,-2.4330436680015,0.317866867719603,-2.64914497543457,-2.13163732733946,0.517507648095108,5.12799452429843,-2.68892395086547,-2.54822683957406,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_089",2,2017,"2017-06-07",0.001628724,0.00122419,0.233999652,1,3,2022,"2022-07-24",0.001838356,0.001232225,0.319769825,3,"GROW","17_22",-2.91215117242918,-2.90930998426854,0.00284118816064227,-2.78815250404784,-2.73557038312157,0.0525821209262691,5.12799452429843,-2.91159711798408,-2.77789856936107,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_090",2,2017,"2017-06-07",0.001325306,0.001004395,0.26969499,1,3,2022,"2022-07-24",0.006690545,0.00396607,0.587807236,5,"GROW","17_22",-2.99809545792428,-2.40163962488981,0.596455833034478,-2.87768383586429,-2.17453850392841,0.703145331935881,5.12799452429843,-2.8817817937407,-2.74056486496756,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_091",2,2017,"2017-06-07",0.001515812,0.00097823,0.149312296,1,3,2022,"2022-07-24",0.0001970892,9.1395e-05,0.051989227,2,"GROW","17_22",-3.00955902252611,-4.03907756281985,-1.02951854029374,-2.819354659143,-3.70533717333046,-0.88598251418746,5.12799452429843,-3.21032338282632,-2.99212834483813,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_092",2,2017,"2017-06-07",0.001196929,0.00104578,0.212520599,1,3,2022,"2022-07-24",0.0003003193,0.000281175,0.091920203,2,"GROW","17_22",-2.98055966808362,-3.55102329618675,-0.57046362810313,-2.92193161051484,-3.52241675699794,-0.600485146483101,5.12799452429843,-3.09180464414591,-3.03903102308983,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_093",2,2017,"2017-06-07",0.001047582,0.000641235,0.136514367,1,3,2022,"2022-07-24",0.0014093321,0.00103788,0.262626811,4,"GROW","17_22",-3.1929827809342,-2.9838528568445,0.209129924089691,-2.97981197241541,-2.85098665614347,0.128825316271943,5.12799452429843,-3.15220077091083,-2.95469000403937,0,1,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_094",2,2017,"2017-06-07",0.000139243,0.00011956,0.047904038,1,3,2022,"2022-07-24",0,0,0,0,"MORT","17_22",-3.92241409363276,-Inf,-Inf,-3.8562266283825,-Inf,-Inf,5.12799452429843,-Inf,-Inf,1,0,"MARIAN"
"ASC","OCC-ASC-003","POSP","OCC-ASC-003_095",2,2017,"2017-06-07",0.00034759,0.00023029,0.063461914,1,3,2022,"2022-07-24",0.001561926,0.001054305,0.317130257,2,"GROW","17_22",-3.63772492021688,-2.97703373385262,0.660691186364261,-3.45893272649061,-2.80633954571669,0.652593180773915,5.12799452429843,-3.50888484770244,-3.3316718299195,0,1,"MARIAN"
"ASC","OCC-ASC-003","ACSP","OCC-ASC-003_096",2,2017,"2017-06-07",0.024258217,0.01718559,0.67795594,1,3,2022,"2022-07-24",0.074685771,0.034464015,1.277342774,1,"GROW","17_22",-1.76483555346881,-1.46263412936123,0.302201424107579,-1.61514112331768,-1.12676213131454,0.488378992003137,5.12799452429843,-1.7059038555749,-1.51990330867318,0,1,"MARIAN"
