"Site","Island","Island_Code","Latitude","Longitude","Date","DataorError","Error_Category","ColonyName","Spec_Code","Genus","Genus_Code","Shape_Length","Shape_Area"
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_39_0","PLOB","Porites sp.","POSP",0.445226911,0.0065041
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_40_0","PLOB","Porites sp.","POSP",0.18489201,0.0017315
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_55_0","PLOB","Porites sp.","POSP",0.318925339,0.004077
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_54_0","PLOB","Porites sp.","POSP",0.469586817,0.01050922
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_52_0","PLOB","Porites sp.","POSP",0.557588999,0.010994885
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_51_0","PLOB","Porites sp.","POSP",0.397677236,0.007195735
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_48_0","PLOB","Porites sp.","POSP",0.597385153,0.013937915
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_42_0","PLOB","Porites sp.","POSP",0.353882537,0.00688692
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_49_0","PLOB","Porites sp.","POSP",0.562447296,0.016419345
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_50_0","PLOB","Porites sp.","POSP",0.468561922,0.0064024
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_56_0","POSP","Porites sp.","POSP",0.138073078,0.00099972
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_57_0","POCS","Pocillopora sp.","POCS",0.266088137,0.002912965
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_58_0","POCS","Pocillopora sp.","POCS",0.2385583,0.002704165
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_59_0","POCS","Pocillopora sp.","POCS",0.04978901,0.000159795
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_65_0","POSP","Porites sp.","POSP",0.090501539,0.00054127
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_66_0","POSP","Porites sp.","POSP",0.069937578,0.000280935
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_69_0","PLOB","Porites sp.","POSP",0.59252355,0.02174616
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_60_0","PLOB","Porites sp.","POSP",0.721560193,0.00883182
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_70_0","PLOB","Porites sp.","POSP",0.38234524,0.00490331
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_61_0","PLOB","Porites sp.","POSP",0.208424102,0.002521835
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_62_0","PLOB","Porites sp.","POSP",0.663201477,0.00982425
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_64_0","PLOB","Porites sp.","POSP",0.223241248,0.002371515
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_63_0","PLOB","Porites sp.","POSP",0.332027781,0.002350185
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_68_0","POSP","Porites sp.","POSP",0.146672793,0.00068636
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_67_0","POSP","Porites sp.","POSP",0.130824012,0.000801825
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_71_0","PLOB","Porites sp.","POSP",0.581025782,0.021674755
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_72_0","PLOB","Porites sp.","POSP",0.559103208,0.01333078
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_73_0","PLOB","Porites sp.","POSP",0.235946419,0.002973765
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_74_0","PLOB","Porites sp.","POSP",0.184406118,0.00208359
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_75_0","PLOB","Porites sp.","POSP",0.13506289,0.001069795
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_76_0","PLOB","Porites sp.","POSP",0.21852701,0.001425125
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_77_0","PLOB","Porites sp.","POSP",0.105190069,0.000595225
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_78_0","PLOB","Porites sp.","POSP",0.151719882,0.001067585
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_79_0","PLOB","Porites sp.","POSP",0.047190391,0.000131355
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_80_0","PLOB","Porites sp.","POSP",0.208143576,0.00242836
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_81_0","PLOB","Porites sp.","POSP",0.119673895,0.000825925
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_82_0","PLOB","Porites sp.","POSP",0.245162677,0.003485175
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_83_0","PLOB","Porites sp.","POSP",0.595685314,0.01635701
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_84_0","PLOB","Porites sp.","POSP",0.221674332,0.00207936
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_85_0","PLOB","Porites sp.","POSP",0.213189498,0.002310335
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_86_0","PLOB","Porites sp.","POSP",0.232780809,0.00339497
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_87_0","PLOB","Porites sp.","POSP",0.266372278,0.004011195
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_88_0","PLOB","Porites sp.","POSP",0.130096216,0.001003545
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_89_0","POCS","Pocillopora sp.","POCS",0.10372059,0.000563375
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_90_0","PLOB","Porites sp.","POSP",0.407900344,0.01017842
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_91_0","PLOB","Porites sp.","POSP",0.417135233,0.00779125
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_92_0","POSP","Porites sp.","POSP",0.283064946,0.003672895
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_93_0","PLOB","Porites sp.","POSP",0.296571597,0.00222217
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_94_0","PLOB","Porites sp.","POSP",0.323122947,0.003774675
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_96_0","PLOB","Porites sp.","POSP",0.344237581,0.004291785
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_95_0","POCS","Pocillopora sp.","POCS",0.272864911,0.00250869
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_97_0","POCS","Pocillopora sp.","POCS",0.190311695,0.002135155
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_98_0","POCS","Pocillopora sp.","POCS",0.241008438,0.00137693
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_99_0","POSP","Porites sp.","POSP",0.102895477,0.00054363
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_100_0","POCS","Pocillopora sp.","POCS",0.231194772,0.002572145
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_101_0","PLOB","Porites sp.","POSP",0.264578024,0.003118405
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_102_0","PLOB","Porites sp.","POSP",0.395722399,0.004826405
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_103_0","POCS","Pocillopora sp.","POCS",0.116992891,0.000793405
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_104_0","POCS","Pocillopora sp.","POCS",0.48515809,0.006991245
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_105_0","POCS","Pocillopora sp.","POCS",0.333716211,0.00372379
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_106_0","POCS","Pocillopora sp.","POCS",0.333321014,0.00467763
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_107_0","POCS","Pocillopora sp.","POCS",0.438345939,0.00639544
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_108_0","POCS","Pocillopora sp.","POCS",0.231987609,0.00253708
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_109_0","POCS","Pocillopora sp.","POCS",0.213640918,0.001672285
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_110_0","POCS","Pocillopora sp.","POCS",0.230877599,0.002938195
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_111_0","POCS","Pocillopora sp.","POCS",0.517049492,0.004583345
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_112_0","POCS","Pocillopora sp.","POCS",0.55497396,0.00871389
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_113_0","POCS","Pocillopora sp.","POCS",0.221290613,0.00244099
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_114_0","POCS","Pocillopora sp.","POCS",0.364683656,0.004928295
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_115_0","POCS","Pocillopora sp.","POCS",0.253822763,0.00306198
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_116_0","POCS","Pocillopora sp.","POCS",0.238203716,0.0028262
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_117_0","POCS","Pocillopora sp.","POCS",0.310923574,0.002863075
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_118_0","POCS","Pocillopora sp.","POCS",0.115534693,0.00082515
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_119_0","POCS","Pocillopora sp.","POCS",0.383039903,0.00515564
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_120_0","POCS","Pocillopora sp.","POCS",0.268985726,0.002507535
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_121_0","POCS","Pocillopora sp.","POCS",0.283933501,0.00360961
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_122_0","POCS","Pocillopora sp.","POCS",0.202296209,0.00204026
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_123_0","POCS","Pocillopora sp.","POCS",0.099533927,0.00065096
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_124_0","POCS","Pocillopora sp.","POCS",0.21049273,0.002406465
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_125_0","POCS","Pocillopora sp.","POCS",0.208872715,0.002064465
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_126_0","POCS","Pocillopora sp.","POCS",0.378819391,0.00447152
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_127_0","POCS","Pocillopora sp.","POCS",0.102260188,0.00055574
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_128_0","POCS","Pocillopora sp.","POCS",0.2267569,0.002126025
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_129_0","POCS","Pocillopora sp.","POCS",0.305148243,0.002226895
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2017-05-04","DATA","Growth Data","OCC_GUA_015_130_0","POCS","Pocillopora sp.","POCS",0.2162578,0.002422985
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_25_1","POSP","Porites sp.","POSP",0.431721065,0.005903105
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_26_1","PLOB","Porites sp.","POSP",0.308355537,0.002525275
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_42_1","PLOB","Porites sp.","POSP",0.394255828,0.005576275
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_48_1","PLOB","Porites sp.","POSP",0.207279465,0.001059905
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_50_1","PLOB","Porites sp.","POSP",0.819217644,0.01898767
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_52_1","PLOB","Porites sp.","POSP",0.866834304,0.01435647
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_51_1","PLOB","Porites sp.","POSP",0.075127869,0.00028753
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_157_1","PLOB","Porites sp.","POSP",0.111026242,0.00054481
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_156_1","POSP","Porites sp.","POSP",0.194765452,0.001809215
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_54_1","PLOB","Porites sp.","POSP",0.582328502,0.016796605
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_47_1","PLOB","Porites sp.","POSP",0.501917745,0.015210405
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_43_1","PLOB","Porites sp.","POSP",0.093022112,0.000478055
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_45_1","PLOB","Porites sp.","POSP",0.645735514,0.018844795
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_41_1","PLOB","Porites sp.","POSP",0.361015043,0.00786297
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_158_1","PLOB","Porites sp.","POSP",0.193242533,0.001552695
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_159_1","POSP","Porites sp.","POSP",0.076915083,0.000298415
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_160_1","POCS","Pocillopora sp.","POCS",0.439808878,0.00440897
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_123_1","POCS","Pocillopora sp.","POCS",0.560304632,0.005994335
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_122_1","POCS","Pocillopora sp.","POCS",0.330191607,0.00446317
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_125_1","POCS","Pocillopora sp.","POCS",0.699247343,0.008862825
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_161_1","POCS","Pocillopora sp.","POCS",0.339256891,0.00348489
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_114_1","POCS","Pocillopora sp.","POCS",0.315534684,0.00297294
"OCC_GUA_015","Guam","GUA",13.52893,144.80042,"2022-06-15","DATA","Growth Data","OCC_GUA_015_94_1","PLOB","Porites sp.","POSP",0.484729132,0.008011815
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_25_0","PLOB","Porites sp.","POSP",4.105323576,0.12505273
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_66_0","PLOB","Porites sp.","POSP",0.398207157,0.00467002
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_67_0","PLOB","Porites sp.","POSP",0.462379727,0.01048096
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_68_0","PLOB","Porites sp.","POSP",0.080176181,0.000360615
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_69_0","PLOB","Porites sp.","POSP",0.091235477,0.000297015
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_71_0","PLOB","Porites sp.","POSP",0.567954344,0.00793611
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_72_0","PLOB","Porites sp.","POSP",0.181967553,0.001639075
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_74_0","PLOB","Porites sp.","POSP",0.066803997,0.000258985
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_75_0","PLOB","Porites sp.","POSP",0.573084137,0.00831329
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_26_0","PLOB","Porites sp.","POSP",0.521960119,0.01268495
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_28_0","PLOB","Porites sp.","POSP",0.18346445,0.001391205
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_27_0","PLOB","Porites sp.","POSP",0.286330784,0.00542605
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_29_0","POSP","Porites sp.","POSP",0.363507338,0.00300616
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_31_0","POSP","Porites sp.","POSP",0.052693537,0.00016413
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_32_0","POSP","Porites sp.","POSP",0.428493262,0.002920895
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_33_0","POSP","Porites sp.","POSP",0.075641711,0.000174695
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_35_0","PLOB","Porites sp.","POSP",0.439895871,0.00245859
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_38_0","PLOB","Porites sp.","POSP",0.804206839,0.006947395
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_39_0","PLOB","Porites sp.","POSP",0.832628972,0.00325542
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_40_0","PLOB","Porites sp.","POSP",0.091534086,0.000301575
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_41_0","PLOB","Porites sp.","POSP",0.052477468,0.00017352
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_42_0","PLOB","Porites sp.","POSP",0.593066882,0.00555773
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_43_0","PLOB","Porites sp.","POSP",0.225674102,0.0018517
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_44_0","PLOB","Porites sp.","POSP",0.501069118,0.006189805
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_45_0","PLOB","Porites sp.","POSP",0.29529156,0.001904255
"OCC_GUA_025","Guam","GUA",13.46748,144.68121,"2017-05-03","DATA","Growth Data","OCC_GUA_025_46_0","PLOB","Porites sp.","POSP",0.547188637,0.00889121
