"Site","Island","Island_Code","Latitude","Longitude","Date","DataorError","Error_Category","ColonyName","Spec_Code","Genus","Genus_Code","Shape_Length","Shape_Area"
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_050_0","PGRA","Pocillopora sp.","POCS",0.10044651,0.00060762
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_054_0","PGRA","Pocillopora sp.","POCS",0.312328759,0.00343242
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_055_0","PGRA","Pocillopora sp.","POCS",0.07868915,0.00034792
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_056_0","PGRA","Pocillopora sp.","POCS",0.089860722,0.00046572
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_057_0","PGRA","Pocillopora sp.","POCS",1.729470032,0.06605502
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_058_0","ACSP","Acropora sp.","ACSP",1.134249684,0.03760182
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_059_0","POCS","Pocillopora sp.","POCS",0.590093267,0.00998962
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_060_0","POCS","Pocillopora sp.","POCS",0.723816135,0.01491752
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_062_0","ACSP","Acropora sp.","ACSP",0.124831285,0.00081572
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_063_0","ACSP","Acropora sp.","ACSP",0.110689147,0.00081872
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_064_0","ACSP","Acropora sp.","ACSP",0.381808991,0.00725162
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_067_0","ACSP","Acropora sp.","ACSP",0.420999238,0.00307118
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_068_0","ACSP","Acropora sp.","ACSP",0.17970134,0.00141702
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_069_0","ACSP","Acropora sp.","ACSP",0.113902351,0.00054402
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_072_0","ACSP","Acropora sp.","ACSP",0.272228254,0.00417672
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_073_0","ACSP","Acropora sp.","ACSP",0.212228253,0.00274272
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_074_0","ACSP","Acropora sp.","ACSP",0.348311509,0.00532852
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_075_0","ACSP","Acropora sp.","ACSP",0.309926736,0.00504482
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_076_0","ACSP","Acropora sp.","ACSP",0.182872918,0.00184562
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_077_0","ACSP","Acropora sp.","ACSP",0.098103359,0.00056102
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_080_0","ACSP","Acropora sp.","ACSP",0.256613027,0.00364082
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_081_0","ACSP","Acropora sp.","ACSP",0.18111556,0.00113492
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_082_0","ACSP","Acropora sp.","ACSP",0.362554157,0.00735622
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_084_0","ACSP","Acropora sp.","ACSP",0.421968371,0.00801832
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_085_0","ACSP","Acropora sp.","ACSP",0.468009997,0.00714142
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_086_0","ACSP","Acropora sp.","ACSP",0.743877865,0.01712164
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_087_0","ACSP","Acropora sp.","ACSP",1.77705362,0.0323528
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_088_0","ACSP","Acropora sp.","ACSP",0.291541966,0.00353312
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_089_0","ACSP","Acropora sp.","ACSP",0.06040488,0.00021192
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_098_0","PLOB","Porites sp.","POSP",1.149583493,0.06407
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_099_0","PLOB","Porites sp.","POSP",0.722037241,0.0141251
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_100_0","ACSP","Acropora sp.","ACSP",2.648614155,0.1221861
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_101_0","ACSP","Acropora sp.","ACSP",0.108547012,0.00077152
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_102_0","ACSP","Acropora sp.","ACSP",1.549068015,0.05301622
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_103_0","PLOB","Porites sp.","POSP",1.653011996,0.0379635
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_104_0","ACSP","Acropora sp.","ACSP",1.405587776,0.05470242
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_105_0","ACSP","Acropora sp.","ACSP",4.941713689,0.29231438
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_106_0","ACSP","Acropora sp.","ACSP",0.207358199,0.00221342
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_107_0","ACSP","Acropora sp.","ACSP",0.80060293,0.03458122
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_108_0","ACSP","Acropora sp.","ACSP",0.590478038,0.01179912
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_111_0","ACSP","Acropora sp.","ACSP",4.995952032,0.39215806
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_112_0","ACSP","Acropora sp.","ACSP",0.615004945,0.01896962
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_113_0","ACSP","Acropora sp.","ACSP",0.799270545,0.01364386
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_114_0","ACSP","Acropora sp.","ACSP",0.081718583,0.00045312
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_115_0","ACSP","Acropora sp.","ACSP",0.430009997,0.01143622
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_116_0","ACSP","Acropora sp.","ACSP",1.960045712,0.10166272
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_118_0","ACSP","Acropora sp.","ACSP",1.349771548,0.07821912
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_129_0","ACSP","Acropora sp.","ACSP",0.608821179,0.01449912
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_130_0","ACSP","Acropora sp.","ACSP",2.811214327,0.09065542
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_131_0","ACSP","Acropora sp.","ACSP",1.908673122,0.06962252
"OCC_BAK_008","Baker","BAK",0.188409,-176.479919,2017-04-10,"DATA","Growth Data","OCC_BAK_008_132_0","ACSP","Acropora sp.","ACSP",4.0832429,0.34262262
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_027_0","ACSP","Acropora sp.","ACSP",0.302127746,0.00415502
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_034_0","PLOB","Porites sp.","POSP",0.356311516,0.00286972
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_032_0","PLOB","Porites sp.","POSP",1.968126121,0.15155564
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_035_0","PLOB","Porites sp.","POSP",6.141485254,0.10079974
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_041_0","POSP","Porites sp.","POSP",0.212529771,0.00216782
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_040_0","POSP","Porites sp.","POSP",0.127073925,0.00089862
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_037_0","POSP","Porites sp.","POSP",0.460880057,0.00473592
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_038_0","POSP","Porites sp.","POSP",0.210186622,0.00124022
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_047_0","PLOB","Porites sp.","POSP",3.209228615,0.06716602
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_048_0","PLOB","Porites sp.","POSP",1.576699044,0.09459708
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_045_0","PLOB","Porites sp.","POSP",1.61781889,0.0290897
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_046_0","PLOB","Porites sp.","POSP",0.203801848,0.00115832
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_043_0","PLOB","Porites sp.","POSP",1.169465738,0.0347764
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_044_0","PLOB","Porites sp.","POSP",0.625715623,0.00862062
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_052_0","POSP","Porites sp.","POSP",0.46677955,0.00797062
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_053_0","POSP","Porites sp.","POSP",0.058789655,0.00020062
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_055_0","PGRA","Pocillopora sp.","POCS",0.364897302,0.00506682
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_060_0","POSP","Porites sp.","POSP",1.149948171,0.02183912
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_063_0","POSP","Porites sp.","POSP",0.589892252,0.00886522
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_065_0","POSP","Porites sp.","POSP",0.341382579,0.00387842
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_068_0","POSP","Porites sp.","POSP",0.308370391,0.00395732
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_067_0","POSP","Porites sp.","POSP",0.350088977,0.0025586
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_072_0","POSP","Porites sp.","POSP",0.432314373,0.00575924
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_073_0","ACSP","Acropora sp.","ACSP",0.133073926,0.00083902
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_075_0","ACSP","Acropora sp.","ACSP",0.122931789,0.00086362
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_062_0","PMEA","Pocillopora sp.","POCS",0.128831285,0.00097932
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_079_0","ACSP","Acropora sp.","ACSP",0.34972573,0.00617142
"OCC_HOW_005","Howland","HOW",0.7988,-176.62025,2017-04-11,"DATA","Growth Data","OCC_HOW_005_054_0","POSP","Porites sp.","POSP",6.938313551,0.13664144
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_025_0","POSP","Porites sp.","POSP",0.093375438,0.00040712
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_026_0","ACSP","Acropora sp.","ACSP",8.937786441,0.64138894
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_028_0","ACSP","Acropora sp.","ACSP",1.826773637,0.03081702
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_029_0","PLOB","Porites sp.","POSP",0.436353148,0.00851142
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_027_0","ACSP","Acropora sp.","ACSP",2.962028375,0.3162746
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_030_0","POSP","Porites sp.","POSP",0.509164329,0.01540992
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_031_0","ACSP","Acropora sp.","ACSP",0.67690445,0.01844072
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_032_0","ACSP","Acropora sp.","ACSP",1.347320751,0.06103472
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_033_0","POSP","Porites sp.","POSP",0.598904443,0.01397252
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_034_0","PGRA","Pocillopora sp.","POCS",0.625791742,0.01669892
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_036_0","POSP","Porites sp.","POSP",0.858789548,0.019379
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_037_0","POSP","Porites sp.","POSP",0.099961228,0.00063642
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_038_0","PGRA","Pocillopora sp.","POCS",2.032474961,0.041891
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_039_0","PGRA","Pocillopora sp.","POCS",0.19525769,0.00132292
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_040_0","PGRA","Pocillopora sp.","POCS",0.254086119,0.00146312
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_041_0","POCS","Pocillopora sp.","POCS",0.83963522,0.0313767
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_042_0","POSP","Porites sp.","POSP",0.380938931,0.00632192
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_043_0","POSP","Porites sp.","POSP",0.865010665,0.01558558
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_044_0","ACSP","Acropora sp.","ACSP",1.389304939,0.03417836
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_045_0","PGRA","Pocillopora sp.","POCS",0.863271969,0.02775632
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_046_0","PGRA","Pocillopora sp.","POCS",0.469566346,0.00900372
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_047_0","PGRA","Pocillopora sp.","POCS",0.540335899,0.01051972
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_048_0","PGRA","Pocillopora sp.","POCS",0.185458701,0.00167732
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_049_0","PGRA","Pocillopora sp.","POCS",0.089618077,0.00046162
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_050_0","PGRA","Pocillopora sp.","POCS",0.301826227,0.00217192
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_051_0","POSP","Porites sp.","POSP",1.218414776,0.03086948
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_052_0","PLOB","Porites sp.","POSP",0.193600836,0.00255492
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_053_0","PLOB","Porites sp.","POSP",0.253985614,0.00290242
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_054_0","PLOB","Porites sp.","POSP",0.089174428,0.00032312
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_055_0","PMEA","Pocillopora sp.","POCS",0.760623031,0.0170812
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_056_0","PGRA","Pocillopora sp.","POCS",0.558620173,0.01079772
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_057_0","POCS","Pocillopora sp.","POCS",0.357483088,0.00392452
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_058_0","POCS","Pocillopora sp.","POCS",0.248814042,0.00241902
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_059_0","PMEA","Pocillopora sp.","POCS",0.212186622,0.00268902
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_060_0","POSP","Porites sp.","POSP",2.462882711,0.06204436
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_061_0","POCS","Pocillopora sp.","POCS",0.379282079,0.00538992
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_062_0","POSP","Porites sp.","POSP",0.337198818,0.00341172
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_063_0","PGRA","Pocillopora sp.","POCS",0.333483087,0.00576792
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_064_0","POSP","Porites sp.","POSP",0.345846337,0.0041201
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_065_0","POSP","Porites sp.","POSP",2.118556824,0.0430265
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_066_0","POSP","Porites sp.","POSP",0.250429263,0.00409332
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_067_0","POSP","Porites sp.","POSP",0.557063824,0.01338842
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_068_0","POSP","Porites sp.","POSP",0.407365341,0.00942652
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_069_0","POSP","Porites sp.","POSP",0.547063822,0.01318842
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_070_0","POSP","Porites sp.","POSP",1.186192244,0.01305576
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_071_0","POSP","Porites sp.","POSP",0.072203868,0.00033232
"OCC_BAK_003","Baker","BAK",0.205082,-176.474519,2018-06-14,"DATA","Growth Data","OCC_BAK_003_072_0","POSP","Porites sp.","POSP",0.623531861,0.00809272
