"","REGION","ISLANDCODE","SEC_NAME","SIG","Site","Interval","Genus","Interval_Years","ISLAND","SFMObs.SiteYrRecVal","ANALYSIS_YEAR","MN.SecYrRecVal","SE.SecYrRecVal","N.SecYrRecVal","CI95.SecYrRecVal","LOW_CI95.SecYrRecVal","HIGH_CI95.SecYrRecVal","MN.SecSumRecVal","SE.SecSumRecVal","MN.ISLYR.RecVal","SE.ISLYR.RecVal","MN.REGYR.RecVal","SE.REGYR.RecVal"
"11","MARIAN","GUA","GUA_PITI_BOMB","GUA026_1705-2208_POCS","OCC-GUA-026","17_22","POCS",5.24572210814511,"Guam",NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,0.0189308938678132,0.0201717375478057,0.0203405408832701,0.0587431609993391
"12","MARIAN","MAU","Maug","MAU002_1405-1706_POCS","OCC-MAU-002","14_17","POCS",3.04996577686516,"Maug",NA,"2014",0.00190237463755781,0.000523270398577527,22,0.00102560998121195,0.000876764656345853,0.00292798461876976,0.00679028828499935,0.00409374984499876,0.00190237463755781,0.000523270398577527,0.011544710442884,0.0349343252514372
"13","MARIAN","MAU","Maug","MAU002_1405-1706_POSP","OCC-MAU-002","14_17","POSP",3.04996577686516,"Maug",NA,"2014",0.000950580565967769,0.000334077084093038,22,0.000654791084822355,0.000295789481145414,0.00160537165079012,0.000949590143080314,0.000523661275843024,0.000950580565967769,0.000334077084093038,0.0136841914091202,0.0455103044984192
"14","MARIAN","MAU","Maug","MAU002_1706-2206_POSP","OCC-MAU-002","17_22","POSP",5.05133470225873,"Maug",1.83824083758729e-05,"2017",0.00125609893172075,0.000363408488015301,27,0.000712280636509991,0.000543818295210755,0.00196837956823074,0.000949590143080314,0.000523661275843024,0.00125609893172075,0.000363408488015301,0.0114903886842272,0.0285527691269363
"15","MARIAN","MAU","Maug","MAU002_1405-1706_MOSP","OCC-MAU-002","14_17","MOSP",3.04996577686516,"Maug",NA,"2014",0.000620792391662931,0.000211217266647768,22,0.000413985842629625,0.000206806549033306,0.00103477823429256,0.00062477164564639,0.000704521417783337,0.000620792391662931,0.000211217266647768,0.00175306651027526,0.00601642548156823
"16","MARIAN","MAU","Maug","MAU002_1405-1706_ACSP","OCC-MAU-002","14_17","ACSP",3.04996577686516,"Maug",NA,"2014",0.000425291211724148,0.000348051388703072,22,0.000682180721858021,-0.000256889510133873,0.00110747193358217,0.0021447018416964,0.00296795384679204,0.000425291211724148,0.000348051388703072,0.00778338822508329,0.0477826094225406
"17","MARIAN","MAU","Maug","MAU002_1706-2206_ACSP","OCC-MAU-002","17_22","ACSP",5.05133470225873,"Maug",0.000119667010752433,"2017",0.00207444009975327,0.00125673616529224,27,0.0024632028839728,-0.00038876278421953,0.00453764298372607,0.0021447018416964,0.00296795384679204,0.00207444009975327,0.00125673616529224,0.00338230999271553,0.00995658337922921
"18","MARIAN","MAU","Maug","MAU002_1706-2206_MOSP","OCC-MAU-002","17_22","MOSP",5.05133470225873,"Maug",0.000188201704276952,"2017",0.00125352254527624,0.000672114346212971,27,0.00131734411857742,-6.3821573301184e-05,0.00257086666385366,0.00062477164564639,0.000704521417783337,0.00125352254527624,0.000672114346212971,0.00132734034340496,0.00300231080326093
"19","MARIAN","MAU","Maug","MAU002_1706-2206_POCS","OCC-MAU-002","17_22","POCS",5.05133470225873,"Maug",0.000577312345684492,"2017",0.0061058172522935,0.00291318741275619,27,0.00570984732900214,0.000395969923291357,0.0118156645812956,0.00679028828499935,0.00409374984499876,0.0061058172522935,0.00291318741275619,0.0203405408832701,0.0587431609993391
"20","MARIAN","MAU","Maug","MAU019_1706-2206_POCS","OCC-MAU-019","17_22","POCS",5.03490759753593,"Maug",0.000122457478981449,"2017",0.0061058172522935,0.00291318741275619,27,0.00570984732900214,0.000395969923291357,0.0118156645812956,0.00679028828499935,0.00409374984499876,0.0061058172522935,0.00291318741275619,0.0203405408832701,0.0587431609993391
"21","MARIAN","MAU","Maug","MAU019_1405-1706_POCS","OCC-MAU-019","14_17","POCS",3.1047227926078,"Maug",NA,"2014",0.00190237463755781,0.000523270398577527,22,0.00102560998121195,0.000876764656345853,0.00292798461876976,0.00679028828499935,0.00409374984499876,0.00190237463755781,0.000523270398577527,0.011544710442884,0.0349343252514372
"22","MARIAN","MAU","Maug","MAU019_1405-1706_POSP","OCC-MAU-019","14_17","POSP",3.1047227926078,"Maug",NA,"2014",0.000950580565967769,0.000334077084093038,22,0.000654791084822355,0.000295789481145414,0.00160537165079012,0.000949590143080314,0.000523661275843024,0.000950580565967769,0.000334077084093038,0.0136841914091202,0.0455103044984192
"23","MARIAN","MAU","Maug","MAU019_1405-1706_ACSP","OCC-MAU-019","14_17","ACSP",3.1047227926078,"Maug",NA,"2014",0.000425291211724148,0.000348051388703072,22,0.000682180721858021,-0.000256889510133873,0.00110747193358217,0.0021447018416964,0.00296795384679204,0.000425291211724148,0.000348051388703072,0.00778338822508329,0.0477826094225406
"24","MARIAN","MAU","Maug","MAU019_1706-2206_POSP","OCC-MAU-019","17_22","POSP",5.03490759753593,"Maug",2.044814061225e-05,"2017",0.00125609893172075,0.000363408488015301,27,0.000712280636509991,0.000543818295210755,0.00196837956823074,0.000949590143080314,0.000523661275843024,0.00125609893172075,0.000363408488015301,0.0114903886842272,0.0285527691269363
"25","MARIAN","MAU","Maug","MAU019_1706-2206_ACSP","OCC-MAU-019","17_22","ACSP",5.03490759753593,"Maug",0.000151212769333366,"2017",0.00207444009975327,0.00125673616529224,27,0.0024632028839728,-0.00038876278421953,0.00453764298372607,0.0021447018416964,0.00296795384679204,0.00207444009975327,0.00125673616529224,0.00338230999271553,0.00995658337922921
"26","MARIAN","PAG","Pagan","PAG006_1705-2208_POSP","OCC-PAG-006","17_22","POSP",5.18275154004107,"Pagan",NA,"2017",0.00293681099402405,0.00074776305786541,19,0.0014656155934162,0.00147119540060785,0.00440242658744026,0.00238852277331557,0.00136779363353001,0.00293681099402405,0.00074776305786541,0.0114903886842272,0.0285527691269363
"27","MARIAN","PAG","Pagan","PAG006_1705-2208_MOSP","OCC-PAG-006","17_22","MOSP",5.18275154004107,"Pagan",NA,"2017",0.00161363736893569,0.00061912859134983,19,0.00121349203904567,0.000400145329890024,0.00282712940798136,0.00285804185672613,0.00344471591465678,0.00161363736893569,0.00061912859134983,0.00132734034340496,0.00300231080326093
"28","MARIAN","PAG","Pagan","PAG006_1705-2208_ACSP","OCC-PAG-006","17_22","ACSP",5.18275154004107,"Pagan",NA,"2017",0.00204684355007304,0.00127231914737214,19,0.00249374552884939,-0.000446901978776341,0.00454058907892243,0.00396473202014835,0.00467501375192445,0.00204684355007304,0.00127231914737214,0.00338230999271553,0.00995658337922921
"29","MARIAN","PAG","Pagan","PAG006_1705-2208_POCS","OCC-PAG-006","17_22","POCS",5.18275154004107,"Pagan",NA,"2017",0.00590393887818044,0.00281429533355833,19,0.00551601885377433,0.000387920024406112,0.0114199577319548,0.00430040482115309,0.00352694592115659,0.00590393887818044,0.00281429533355833,0.0203405408832701,0.0587431609993391
"30","MARIAN","PAG","Pagan","PAG013_1706-2208_POSP","OCC-PAG-013","17_22","POSP",5.13894592744695,"Pagan",NA,"2017",0.00293681099402405,0.00074776305786541,19,0.0014656155934162,0.00147119540060785,0.00440242658744026,0.00238852277331557,0.00136779363353001,0.00293681099402405,0.00074776305786541,0.0114903886842272,0.0285527691269363
"31","MARIAN","SAI","Saipan","SAI009_1706-2204_POSP","OCC-SAI-009","17_22","POSP",4.84052019164956,"Saipan",NA,"2017",0.00220944261143951,0.000573733829300204,22,0.0011245183054284,0.00108492430601111,0.00333396091686791,0.00180752821829113,0.000758333115114116,0.00220944261143951,0.000573733829300204,0.0114903886842272,0.0285527691269363
"32","MARIAN","SAI","Saipan","SAI009_1706-2204_POCS","OCC-SAI-009","17_22","POCS",4.84052019164956,"Saipan",NA,"2017",0.002088966534886,0.000802454122959136,22,0.00157281008099991,0.00051615645388609,0.0036617766158859,0.0102429822642342,0.00769710898601638,0.002088966534886,0.000802454122959136,0.0203405408832701,0.0587431609993391
"33","MARIAN","SAI","Saipan","SAI009_1706-2204_ACSP","OCC-SAI-009","17_22","ACSP",4.84052019164956,"Saipan",NA,"2017",0.00433290858488727,0.000999322548390827,22,0.00195867219484602,0.00237423639004125,0.00629158077973329,0.00513951891595166,0.00298131891581608,0.00433290858488727,0.000999322548390827,0.00338230999271553,0.00995658337922921
"34","MARIAN","SAI","Saipan","SAI009_1706-2204_MOSP","OCC-SAI-009","17_22","MOSP",4.84052019164956,"Saipan",NA,"2017",0.00098101850123912,0.000468518675081028,22,0.000918296603158816,6.27218980803041e-05,0.00189931510439794,0.000952285452208078,0.000607431503648856,0.00098101850123912,0.000468518675081028,0.00132734034340496,0.00300231080326093
"35","MARIAN","SAI","Saipan","SAI012_1704-2204_POCS","OCC-SAI-012","17_22","POCS",4.99931553730322,"Saipan",NA,"2017",0.002088966534886,0.000802454122959136,22,0.00157281008099991,0.00051615645388609,0.0036617766158859,0.0102429822642342,0.00769710898601638,0.002088966534886,0.000802454122959136,0.0203405408832701,0.0587431609993391
"36","MARIAN","SAI","Saipan","SAI012_1704-2204_POSP","OCC-SAI-012","17_22","POSP",4.99931553730322,"Saipan",NA,"2017",0.00220944261143951,0.000573733829300204,22,0.0011245183054284,0.00108492430601111,0.00333396091686791,0.00180752821829113,0.000758333115114116,0.00220944261143951,0.000573733829300204,0.0114903886842272,0.0285527691269363
"37","MARIAN","SAI","Saipan","SAI012_1704-2204_ACSP","OCC-SAI-012","17_22","ACSP",4.99931553730322,"Saipan",NA,"2017",0.00433290858488727,0.000999322548390827,22,0.00195867219484602,0.00237423639004125,0.00629158077973329,0.00513951891595166,0.00298131891581608,0.00433290858488727,0.000999322548390827,0.00338230999271553,0.00995658337922921
"38","MARIAN","SAI","Saipan","SAI012_1704-2204_MOSP","OCC-SAI-012","17_22","MOSP",4.99931553730322,"Saipan",NA,"2017",0.00098101850123912,0.000468518675081028,22,0.000918296603158816,6.27218980803041e-05,0.00189931510439794,0.000952285452208078,0.000607431503648856,0.00098101850123912,0.000468518675081028,0.00132734034340496,0.00300231080326093
"39","PRIA","BAK","Baker","BAK003_1806-2303_POSP","OCC-BAK-003","18_23","POSP",4.76112251882272,"Baker",NA,"2018",NA,NA,NA,NA,NA,NA,0.000545236987243324,0.00041452641400062,NA,NA,NA,NA
"40","PRIA","BAK","Baker","BAK003_1806-2303_ACSP","OCC-BAK-003","18_23","ACSP",4.76112251882272,"Baker",NA,"2018",NA,NA,NA,NA,NA,NA,0.000890036937165843,0.000715483482999383,NA,NA,NA,NA
"41","PRIA","BAK","Baker","BAK003_1806-2303_POCS","OCC-BAK-003","18_23","POCS",4.76112251882272,"Baker",NA,"2018",NA,NA,NA,NA,NA,NA,0.00257995401305595,0.00299237280518534,NA,NA,NA,NA
"42","PRIA","BAK","Baker","BAK008_1704-1806_ACSP","OCC-BAK-008","17_18","ACSP",1.18001368925394,"Baker",NA,"2017",NA,NA,NA,NA,NA,NA,0.000890036937165843,0.000715483482999383,NA,NA,NA,NA
"43","PRIA","BAK","Baker","BAK008_1806-2303_ACSP","OCC-BAK-008","18_23","ACSP",4.75564681724846,"Baker",0.000945743219092356,"2018",NA,NA,NA,NA,NA,NA,0.000890036937165843,0.000715483482999383,NA,NA,NA,NA
"44","PRIA","BAK","Baker","BAK008_1704-1806_POCS","OCC-BAK-008","17_18","POCS",1.18001368925394,"Baker",NA,"2017",NA,NA,NA,NA,NA,NA,0.00257995401305595,0.00299237280518534,NA,NA,NA,NA
"45","PRIA","BAK","Baker","BAK008_1806-2303_POCS","OCC-BAK-008","18_23","POCS",4.75564681724846,"Baker",NA,"2018",NA,NA,NA,NA,NA,NA,0.00257995401305595,0.00299237280518534,NA,NA,NA,NA
"46","PRIA","BAK","Baker","BAK008_1704-1806_MOSP","OCC-BAK-008","17_18","MOSP",1.18001368925394,"Baker",NA,"2017",NA,NA,NA,NA,NA,NA,0.000833164231608227,0.000805098672649222,NA,NA,NA,NA
"47","PRIA","BAK","Baker","BAK008_1806-2303_MOSP","OCC-BAK-008","18_23","MOSP",4.75564681724846,"Baker",0.00359478639374864,"2018",NA,NA,NA,NA,NA,NA,0.000833164231608227,0.000805098672649222,NA,NA,NA,NA
"48","PRIA","BAK","Baker","BAK008_1704-1806_POSP","OCC-BAK-008","17_18","POSP",1.18001368925394,"Baker",NA,"2017",NA,NA,NA,NA,NA,NA,0.000545236987243324,0.00041452641400062,NA,NA,NA,NA
"49","PRIA","BAK","Baker","BAK008_1806-2303_POSP","OCC-BAK-008","18_23","POSP",4.75564681724846,"Baker",0.000729560958744047,"2018",NA,NA,NA,NA,NA,NA,0.000545236987243324,0.00041452641400062,NA,NA,NA,NA
"50","PRIA","HOW","Howland","HOW005_1704-1806_MOSP","OCC-HOW-005","17_18","MOSP",1.15811088295688,"Howland",NA,"2017",NA,NA,NA,NA,NA,NA,0.000651192210395132,0.000558431899631315,NA,NA,NA,NA
"51","PRIA","HOW","Howland","HOW005_1806-2303_MOSP","OCC-HOW-005","18_23","MOSP",4.76933607118412,"Howland",0.00364095591145777,"2018",NA,NA,NA,NA,NA,NA,0.000651192210395132,0.000558431899631315,NA,NA,NA,NA
"52","PRIA","HOW","Howland","HOW005_1704-1806_ACSP","OCC-HOW-005","17_18","ACSP",1.15811088295688,"Howland",NA,"2017",NA,NA,NA,NA,NA,NA,0.000340272036602458,0.00036103263083899,NA,NA,NA,NA
"53","PRIA","HOW","Howland","HOW005_1806-2303_ACSP","OCC-HOW-005","18_23","ACSP",4.76933607118412,"Howland",0.00717823123052606,"2018",NA,NA,NA,NA,NA,NA,0.000340272036602458,0.00036103263083899,NA,NA,NA,NA
"54","PRIA","HOW","Howland","HOW005_1704-1806_POSP","OCC-HOW-005","17_18","POSP",1.15811088295688,"Howland",NA,"2017",NA,NA,NA,NA,NA,NA,0.00128211360975151,0.0010966622429996,NA,NA,NA,NA
"55","PRIA","HOW","Howland","HOW005_1806-2303_POSP","OCC-HOW-005","18_23","POSP",4.76933607118412,"Howland",0.000624488065841842,"2018",NA,NA,NA,NA,NA,NA,0.00128211360975151,0.0010966622429996,NA,NA,NA,NA
"56","PRIA","HOW","Howland","HOW005_1704-1806_POCS","OCC-HOW-005","17_18","POCS",1.15811088295688,"Howland",NA,"2017",NA,NA,NA,NA,NA,NA,0.00368361410219345,0.00257458720679084,NA,NA,NA,NA
"57","PRIA","HOW","Howland","HOW005_1806-2303_POCS","OCC-HOW-005","18_23","POCS",4.76933607118412,"Howland",NA,"2018",NA,NA,NA,NA,NA,NA,0.00368361410219345,0.00257458720679084,NA,NA,NA,NA
"58","SAMOA","OFU","Ofu & Olosega","OFU002_1807-2307_POCS","OCC-OFU-002","18_23","POCS",5.05407255304586,"Ofu & Olosega",NA,"2018",0.00153804122949043,0.000508729306105511,18,0.000997109439966802,0.000540931789523627,0.00253515066945723,0.00296619361311656,0.00122001313432396,0.00153804122949043,0.000508729306105511,0.00214372490602165,0.00387342526325479
"59","SAMOA","OFU","Ofu & Olosega","OFU002_1807-2307_MOSP","OCC-OFU-002","18_23","MOSP",5.05407255304586,"Ofu & Olosega",NA,"2018",0.00177758616325902,0.000397185167774592,18,0.000778482928838201,0.000999103234420818,0.00255606909209722,0.00167258488223887,0.000529762752060549,0.00177758616325902,0.000397185167774592,0.0024808537292778,0.00223216059507476
"60","SAMOA","OFU","Ofu & Olosega","OFU002_1807-2307_ACSP","OCC-OFU-002","18_23","ACSP",5.05407255304586,"Ofu & Olosega",NA,"2018",0.00167405343803915,0.000800940812079086,18,0.00156984399167501,0.000104209446364141,0.00324389742971416,0.00129034613506012,0.000867092107726614,0.00167405343803915,0.000800940812079086,0.00101036296264759,0.00258374192478062
"61","SAMOA","OFU","Ofu & Olosega","OFU002_1807-2307_POSP","OCC-OFU-002","18_23","POSP",5.05407255304586,"Ofu & Olosega",NA,"2018",0.000290828620883196,0.000111268368102251,18,0.000218086001480412,7.27426194027839e-05,0.000508914622363609,0.00124093256923111,0.000804480171538272,0.000290828620883196,0.000111268368102251,0.00107453136284348,0.00251992348492869
"62","SAMOA","OFU","Ofu & Olosega","OFU009_1807-2307_POCS","OCC-OFU-009","18_23","POCS",5.0321697467488,"Ofu & Olosega",NA,"2018",0.00153804122949043,0.000508729306105511,18,0.000997109439966802,0.000540931789523627,0.00253515066945723,0.00296619361311656,0.00122001313432396,0.00153804122949043,0.000508729306105511,0.00214372490602165,0.00387342526325479
"63","SAMOA","OFU","Ofu & Olosega","OFU009_1807-2307_ACSP","OCC-OFU-009","18_23","ACSP",5.0321697467488,"Ofu & Olosega",NA,"2018",0.00167405343803915,0.000800940812079086,18,0.00156984399167501,0.000104209446364141,0.00324389742971416,0.00129034613506012,0.000867092107726614,0.00167405343803915,0.000800940812079086,0.00101036296264759,0.00258374192478062
"64","SAMOA","OFU","Ofu & Olosega","OFU009_1807-2307_MOSP","OCC-OFU-009","18_23","MOSP",5.0321697467488,"Ofu & Olosega",NA,"2018",0.00177758616325902,0.000397185167774592,18,0.000778482928838201,0.000999103234420818,0.00255606909209722,0.00167258488223887,0.000529762752060549,0.00177758616325902,0.000397185167774592,0.0024808537292778,0.00223216059507476
"65","SAMOA","OFU","Ofu & Olosega","OFU009_1807-2307_POSP","OCC-OFU-009","18_23","POSP",5.0321697467488,"Ofu & Olosega",NA,"2018",0.000290828620883196,0.000111268368102251,18,0.000218086001480412,7.27426194027839e-05,0.000508914622363609,0.00124093256923111,0.000804480171538272,0.000290828620883196,0.000111268368102251,0.00107453136284348,0.00251992348492869
"66","SAMOA","ROS","ROS_SANCTUARY","ROS010_1807-2307_POCS","OCC-ROS-010","18_23","POCS",5.03764544832307,"Rose",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00594172284275294,0.0014258971667556,0.00214372490602165,0.00387342526325479
"67","SAMOA","ROS","ROS_SANCTUARY","ROS010_1807-2307_MOSP","OCC-ROS-010","18_23","MOSP",5.03764544832307,"Rose",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00249211730340623,0.000640319016118669,0.0024808537292778,0.00223216059507476
"68","SAMOA","ROS","ROS_SANCTUARY","ROS010_1807-2307_POSP","OCC-ROS-010","18_23","POSP",5.03764544832307,"Rose",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00514096324544569,0.00234602191520655,0.00107453136284348,0.00251992348492869
"69","SAMOA","ROS","ROS_SANCTUARY","ROS010_1807-2307_ACSP","OCC-ROS-010","18_23","ACSP",5.03764544832307,"Rose",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00227946985206844,0.00149427412108878,0.00101036296264759,0.00258374192478062
"70","SAMOA","TAU","TAU_OPEN","TAU002_1807-2308_MOSP","OCC-TAU-002","18_23","MOSP",5.05407255304586,"Tau",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00319044845221786,0.000851755840089159,0.0024808537292778,0.00223216059507476
"71","SAMOA","TAU","TAU_OPEN","TAU002_1807-2308_POSP","OCC-TAU-002","18_23","POSP",5.05407255304586,"Tau",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00120918060054649,0.000370109974761694,0.00107453136284348,0.00251992348492869
"72","SAMOA","TAU","TAU_OPEN","TAU002_1807-2308_POCS","OCC-TAU-002","18_23","POCS",5.05407255304586,"Tau",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00270404504363127,0.00118670170251444,0.00214372490602165,0.00387342526325479
"73","SAMOA","TAU","TAU_OPEN","TAU002_1807-2308_ACSP","OCC-TAU-002","18_23","ACSP",5.05407255304586,"Tau",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00369827891419104,0.00181900233487334,0.00101036296264759,0.00258374192478062
"74","SAMOA","TAU","TAU_SANCTUARY","TAU011_2307-2307_ACSP","OCC-TAU-011","23_23","ACSP",0.0465434633812457,"Tau",NA,"2023",NA,NA,NA,NA,NA,NA,NA,NA,0.00135790783830047,0.000514927439030014,0.000627714670133746,0.00155626062198663
"75","SAMOA","TAU","TAU_SANCTUARY","TAU011_2307-2307_POSP","OCC-TAU-011","23_23","POSP",0.0465434633812457,"Tau",NA,"2023",NA,NA,NA,NA,NA,NA,NA,NA,0.00197835512031717,0.00062969172159211,0.00232508984640571,0.00307646254387396
"76","SAMOA","TAU","TAU_SANCTUARY","TAU011_2307-2307_POCS","OCC-TAU-011","23_23","POCS",0.0465434633812457,"Tau",NA,"2023",NA,NA,NA,NA,NA,NA,NA,NA,0.00301905036603462,0.000961001673607977,0.00363695200272585,0.00528641107415298
"77","SAMOA","TUT","TUT_NE_OPEN","TUT002_1806-2307_POCS","OCC-TUT-002","18_23","POCS",5.02395619438741,"Tutuila",NA,"2018",0.000765880237408743,0.000382753325037144,9,0.000750196517072802,1.56837203359409e-05,0.00151607675448154,0.00105742236343174,0.000722575860694967,0.00171236142428491,0.00334433211514051,0.00214372490602165,0.00387342526325479
"78","SAMOA","TUT","TUT_NE_OPEN","TUT002_1806-2307_ACSP","OCC-TUT-002","18_23","ACSP",5.02395619438741,"Tutuila",NA,"2018",0,NA,9,NA,NA,NA,0.000109455988946752,0.000114575107456672,0.000288292891905939,0.000701848634810137,0.00101036296264759,0.00258374192478062
"79","SAMOA","TUT","TUT_NE_OPEN","TUT002_1806-2307_POSP","OCC-TUT-002","18_23","POSP",5.02395619438741,"Tutuila",NA,"2018",0.000300185600737174,0.000127627159032277,9,0.000250149231703264,5.00363690339104e-05,0.000550334832440437,0.00049799504881547,0.000226711034751222,0.000520918412751742,0.000788613373372968,0.00107453136284348,0.00251992348492869
"80","SAMOA","TUT","TUT_NE_OPEN","TUT002_1806-2307_MOSP","OCC-TUT-002","18_23","MOSP",5.02395619438741,"Tutuila",NA,"2018",0.000787387283415127,0.000223945038908146,9,0.000438932276259966,0.000348455007155161,0.00122631955967509,0.000694266344684823,0.00026634277638293,0.00276201524662816,0.00185559149582506,0.0024808537292778,0.00223216059507476
"81","SAMOA","TUT","TUT_FAGATELE","TUT017_1807-2307_MOSP","OCC-TUT-017","18_23","MOSP",4.98562628336756,"Tutuila",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00276201524662816,0.00185559149582506,0.0024808537292778,0.00223216059507476
"82","SAMOA","TUT","TUT_FAGATELE","TUT017_1807-2307_POSP","OCC-TUT-017","18_23","POSP",4.98562628336756,"Tutuila",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.000520918412751742,0.000788613373372968,0.00107453136284348,0.00251992348492869
"83","SAMOA","TUT","TUT_FAGATELE","TUT017_1807-2307_ACSP","OCC-TUT-017","18_23","ACSP",4.98562628336756,"Tutuila",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.000288292891905939,0.000701848634810137,0.00101036296264759,0.00258374192478062
"84","SAMOA","TUT","TUT_FAGATELE","TUT017_1807-2307_POCS","OCC-TUT-017","18_23","POCS",4.98562628336756,"Tutuila",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,0.00171236142428491,0.00334433211514051,0.00214372490602165,0.00387342526325479
"85","SAMOA","TUT","TUT_NW_OPEN","TUT025_1807-2308_ACSP","OCC-TUT-025","18_23","ACSP",5.09240246406571,"Tutuila",NA,"2018",0.00051121611697591,0.000373706993627914,13,0.000732465707510711,-0.000221249590534801,0.00124368182448662,0.00069086583404289,0.000814125817887888,0.000288292891905939,0.000701848634810137,0.00101036296264759,0.00258374192478062
"86","SAMOA","TUT","TUT_NW_OPEN","TUT025_1807-2308_MOSP","OCC-TUT-025","18_23","MOSP",5.09240246406571,"Tutuila",NA,"2018",0.00155001635556975,0.000599841435836869,13,0.00117568921424026,0.000374327141329492,0.00272570556981002,0.0010487808190611,0.000653876665876906,0.00276201524662816,0.00185559149582506,0.0024808537292778,0.00223216059507476
