"TL_id","TL_Date","TL_Class","TL_Genet","TL_Cx","TL_Cy","TL_Area","TL_Perim","Morph_Code","Site","Quadrat","TimePt","Annotator","Shape_Leng","Shape_Area","Year","Genet_full","Patch_full","Genus","Region","Island","Latitude","Longitude","Effort","area_perim"
"098",2017-04-10,"ACSP","084",7073.6,11579.8,80.56,42.2,"TB","OCC-BAK-008",-99,0,"JC",0.421968371,0.00801832,"2017","OCC-BAK-008_084_2017","OCC-BAK-008_098_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.019002182511921
"099",2017-04-10,"ACSP","085",7175.7,11509,71.83,46.8,"TB","OCC-BAK-008",-99,0,"JC",0.468009997,0.00714142,"2017","OCC-BAK-008_085_2017","OCC-BAK-008_099_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0152591184927189
"100",2017-04-10,"ACSP","086",8518.7,10789.9,155.55,56.4,"TB","OCC-BAK-008",-99,0,"JC",0.563590737,0.01550672,"2017","OCC-BAK-008_086_2017","OCC-BAK-008_100_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.02751414986439
"101",2017-04-10,"ACSP","086",8670.8,10877.1,16.31,18,"TB","OCC-BAK-008",-99,0,"JC",0.180287128,0.00161492,"2017","OCC-BAK-008_086_2017","OCC-BAK-008_101_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0089574891891339
"102",2017-04-10,"ACSP","087",9502.3,11000.1,324.84,177.7,"TB","OCC-BAK-008",-99,0,"JC",1.77705362,0.0323528,"2017","OCC-BAK-008_087_2017","OCC-BAK-008_102_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0182058659546806
"103",2017-04-10,"ACSP","088",9356.9,10990.9,35.6,29.1,"TB","OCC-BAK-008",-99,0,"JC",0.291541966,0.00353312,"2017","OCC-BAK-008_088_2017","OCC-BAK-008_103_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0121187355922543
"104",2017-04-10,"ACSP","089",9542.8,11077,2.19,6,"TB","OCC-BAK-008",-99,0,"JC",0.06040488,0.00021192,"2017","OCC-BAK-008_089_2017","OCC-BAK-008_104_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00350832581738429
"106",2017-04-10,"MOSP","090",9864.9,10757.7,64.6,42.3,"FO","OCC-BAK-008",-99,0,"JC",0.422796799,0.00642232,"2017","OCC-BAK-008_090_2017","OCC-BAK-008_106_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0151900866212566
"107",2017-04-10,"MOSP","091",9790.3,10755.1,11.41,13.8,"FO","OCC-BAK-008",-99,0,"JC",0.138044489,0.00112802,"2017","OCC-BAK-008_091_2017","OCC-BAK-008_107_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00817142363430387
"108",2017-04-10,"MOSP","092",10204.2,10605.2,3.33,6.8,"FO","OCC-BAK-008",-99,0,"JC",0.068304372,0.00032542,"2017","OCC-BAK-008_092_2017","OCC-BAK-008_108_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.004764263113348
"109",2017-04-10,"MOSP","092",10159.7,10566.6,13.98,17.3,"FO","OCC-BAK-008",-99,0,"JC",0.172630275,0.00138152,"2017","OCC-BAK-008_092_2017","OCC-BAK-008_109_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00800276776480835
"110",2017-04-10,"MOSP","093",10029,10446.1,122.32,49,"FO","OCC-BAK-008",-99,0,"JC",0.490193764,0.01218732,"2017","OCC-BAK-008_093_2017","OCC-BAK-008_110_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0248622501856225
"111",2017-04-10,"MOSP","094",10355.6,10537.6,20.24,17.6,"FO","OCC-BAK-008",-99,0,"JC",0.175902355,0.00200782,"2017","OCC-BAK-008_094_2017","OCC-BAK-008_111_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0114144009044109
"113",2017-04-10,"MOSP","096",10113,10428.6,13.1,14.1,"FO","OCC-BAK-008",-99,0,"JC",0.140973418,0.00129752,"2017","OCC-BAK-008_096_2017","OCC-BAK-008_113_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00920400468689778
"112",2017-04-10,"MOSP","095",10148.7,10479.5,19.35,18.9,"FO","OCC-BAK-008",-99,0,"JC",0.188973421,0.00191772,"2017","OCC-BAK-008_095_2017","OCC-BAK-008_112_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0101480937893377
"114",2017-04-10,"MOSP","097",12406.3,10152.6,10.04,17,"EM","OCC-BAK-008",-99,0,"JC",0.169659712,0.00098732,"2017","OCC-BAK-008_097_2017","OCC-BAK-008_114_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00581941339143615
"118",2017-04-10,"PLOB","098",3655.2,10303.9,641.62,115,"MD","OCC-BAK-008",-99,0,"JC",1.149583493,0.06407,"2017","OCC-BAK-008_098_2017","OCC-BAK-008_118_2017","POSP","PRIA","BAK",0.188409,-176.479919,136.6,0.055733228939118
"119",2017-04-10,"PLOB","099",3234.3,10544.6,141.79,72.2,"MD","OCC-BAK-008",-99,0,"JC",0.722037241,0.0141251,"2017","OCC-BAK-008_099_2017","OCC-BAK-008_119_2017","POSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0195628413576524
"120",2017-04-10,"ACSP","100",2120.9,8087.1,1223.92,264.9,"TB","OCC-BAK-008",-99,0,"JC",2.648614155,0.1221861,"2017","OCC-BAK-008_100_2017","OCC-BAK-008_120_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0461320875180477
"121",2017-04-10,"ACSP","101",2021.3,9692.7,7.83,10.8,"TB","OCC-BAK-008",-99,0,"JC",0.108547012,0.00077152,"2017","OCC-BAK-008_101_2017","OCC-BAK-008_121_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00710770371090454
"122",2017-04-10,"ACSP","102",2003.2,9782.5,531.5,154.9,"TB","OCC-BAK-008",-99,0,"JC",1.549068015,0.05301622,"2017","OCC-BAK-008_102_2017","OCC-BAK-008_122_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0342245914876759
"123",2017-04-10,"PLOB","103",1435,8490.2,380.84,165.3,"MD","OCC-BAK-008",-99,0,"JC",1.653011996,0.0379635,"2017","OCC-BAK-008_103_2017","OCC-BAK-008_123_2017","POSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0229662580137743
"124",2017-04-10,"ACSP","104",975.6,8472.4,548.25,140.6,"TB","OCC-BAK-008",-99,0,"JC",1.405587776,0.05470242,"2017","OCC-BAK-008_104_2017","OCC-BAK-008_124_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.038917825648478
"126",2017-04-10,"ACSP","105",2392.2,7767.2,2926.62,494.2,"TB","OCC-BAK-008",-99,0,"JC",4.941713689,0.29231438,"2017","OCC-BAK-008_105_2017","OCC-BAK-008_126_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0591524314026279
"127",2017-04-10,"ACSP","106",2374.5,6870.8,22.33,20.7,"TB","OCC-BAK-008",-99,0,"JC",0.207358199,0.00221342,"2017","OCC-BAK-008_106_2017","OCC-BAK-008_127_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0106743789764493
"128",2017-04-10,"ACSP","107",9231.2,6960,346.52,80.1,"TB","OCC-BAK-008",-99,0,"JC",0.80060293,0.03458122,"2017","OCC-BAK-008_107_2017","OCC-BAK-008_128_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0431939713235873
"129",2017-04-10,"ACSP","108",10415.8,7524.7,118.51,59,"TB","OCC-BAK-008",-99,0,"JC",0.590478038,0.01179912,"2017","OCC-BAK-008_108_2017","OCC-BAK-008_129_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0199823181230662
"085",2017-04-10,"MOSP","078",1750.7,5778,95.69,51.4,"FO","OCC-BAK-008",-99,0,"JC",0.513732875,0.00952612,"2017","OCC-BAK-008_078_2017","OCC-BAK-008_085_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.018542944132201
"086",2017-04-10,"MOSP","079",1578.5,5758.4,71.37,44.3,"FO","OCC-BAK-008",-99,0,"JC",0.44288006,0.00709872,"2017","OCC-BAK-008_079_2017","OCC-BAK-008_086_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0160285382909314
"131",2017-04-10,"MOSP","109",1619.3,5686.5,8.02,11.9,"FO","OCC-BAK-008",-99,0,"JC",0.119417071,0.00079022,"2017","OCC-BAK-008_109_2017","OCC-BAK-008_131_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00661731185820158
"132",2017-04-10,"MOSP","110",1827.7,6506.1,120.22,60.9,"FO","OCC-BAK-008",-99,0,"JC",0.609389731,0.01196972,"2017","OCC-BAK-008_110_2017","OCC-BAK-008_132_2017","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0196421426077493
"134",2017-04-10,"ACSP","111",3876.8,4049.5,3924.93,499.6,"TB","OCC-BAK-008",-99,0,"JC",4.995952032,0.39215806,"2017","OCC-BAK-008_111_2017","OCC-BAK-008_134_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0784951611801224
"135",2017-04-10,"ACSP","112",4895.6,3981.6,190.23,61.5,"TB","OCC-BAK-008",-99,0,"JC",0.615004945,0.01896962,"2017","OCC-BAK-008_112_2017","OCC-BAK-008_135_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0308446625579572
"136",2017-04-10,"ACSP","113",4946.2,3632.1,75.66,36.2,"TB","OCC-BAK-008",-99,0,"JC",0.362311514,0.00753412,"2017","OCC-BAK-008_113_2017","OCC-BAK-008_136_2017","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0207945916949247
