"","REGION","ISLAND","ANALYSIS_SEC","ANALYSIS_YEAR","GENUS_CODE","Mean_JuvColDen_cm2","SE_JuvColDen_cm2","N.JCD","SEC_YEAR","COVER","SE.COVER","N.COVER","P_COVER","SE.P_COVER","meanPropRec","Mean_JuvColDenP","SE_JuvColDenP","N.JCDp","SD_JuvColDenP","SD.P_COVER","MN.RecVal","SE.RecVal","N.RecVal","CI95.RecVal","LOW_CI95.RecVal","HIGH_CI95.RecVal"
"33","MARIAN","Pagan","Pagan","2017","POCS",4.7393484744749e-05,1.8561384493933e-05,19,"Pagan-2017",0.819619864147357,0.244407475593484,58,0.00819619864147357,0.00244407475593484,0.989336321573164,4.68880958639038e-05,1.83634518585328e-05,19,8.00444309059188e-05,0.0186135187949695,0.00572071248086222,0.00281599787967293,19,0.00551935584415895,0.000201356636703274,0.0112400683250212
"34","MARIAN","Pagan","Pagan","2017","POSP",6.77869065325684e-05,1.84791539332839e-05,19,"Pagan-2017",1.51371338188771,0.077604362235356,290,0.0151371338188771,0.00077604362235356,0.642734294175498,4.35689695245508e-05,1.18771859602696e-05,19,5.17714533344553e-05,0.0132155466818719,0.00287828396352135,0.000798394079896652,19,0.00156485239659744,0.00131343156692392,0.00444313636011879
"35","MARIAN","Pagan","Pagan","2017","SSSS",0.00136335237780453,0.00016823448269049,19,"Pagan-2017",9.37769186025076,1.03694721426862,58,0.0937769186025076,0.0103694721426862,0.751949671335974,0.00102517237240524,0.000126503863966492,19,0.000551417558997353,0.0789715470662746,0.0109320330384349,0.00181135645882471,19,0.00355025865929643,0.00738177437913849,0.0144822916977313
"36","MARIAN","Saipan","Saipan","2017","ACSP",4.99212096236116e-05,1.10429099263352e-05,22,"Saipan-2017",1.10577980872149,0.125802834650451,116,0.0110577980872149,0.00125802834650451,0.88341218966219,4.41010051041799e-05,9.75544123826611e-06,22,4.57570753279947e-05,0.0135493799559474,0.0039882266574545,0.000992064423560798,22,0.00194444627017916,0.00204378038727534,0.00593267292763367
"37","MARIAN","Saipan","Saipan","2017","MOSP",5.19917873542917e-05,2.45852875799993e-05,22,"Saipan-2017",3.80790949715638,0.254920428452873,232,0.0380790949715638,0.00254920428452873,1,5.19917873542917e-05,2.45852875799993e-05,22,0.00011531522032502,0.0388283228629338,0.00136536300017417,0.000652075432867232,22,0.00127806784841977,8.72951517543997e-05,0.00264343084859395
"38","MARIAN","Saipan","Saipan","2017","POCS",3.22597433180266e-05,1.01632172233254e-05,22,"Saipan-2017",1.45983664390969,0.320867610244939,58,0.0145983664390969,0.00320867610244939,0.989336321573164,3.19157357891509e-05,1.00548399430738e-05,22,4.71613797314953e-05,0.0244365491664623,0.00218625391562135,0.000839826028386639,22,0.00164605901563781,0.000540194899983536,0.00383231293125916
"39","MARIAN","Saipan","Saipan","2017","POSP",0.000113719465049649,3.0800954217624e-05,22,"Saipan-2017",3.50143801976936,0.254098353816115,290,0.0350143801976936,0.00254098353816115,0.642734294175498,7.30914001027014e-05,1.97968295689964e-05,22,9.28553614049592e-05,0.0432713904208049,0.00208746805426863,0.000585333868807356,22,0.00114725438286242,0.000940213671406212,0.00323472243713105
"40","MARIAN","Saipan","Saipan","2017","SSSS",0.00145091918344519,0.000219922245527373,22,"Saipan-2017",14.5947828607915,1.16052123478693,58,0.145947828607915,0.0116052123478693,0.751949671335974,0.00109101820312667,0.000165370460243778,22,0.000775656212936668,0.0883826640867428,0.00747539866494117,0.00127953035385514,22,0.00250787949355608,0.00496751917138509,0.00998327815849725
"41","MARIAN","Guam","GUA_MP","2014","ACSP",4.78429897165789e-06,4.77488414002525e-06,11,"GUA_MP_MINUS_ACHANG-2014",2.08320245237443,0.776596610958972,56,0.0208320245237443,0.00776596610958972,0.88341218966219,4.22650803055086e-06,4.21819085352297e-06,11,1.39901563552447e-05,0.0581151689187649,0.000202885131290696,0.000216150316993346,11,0.000423654621306958,-0.000220769490016263,0.000626539752597654
"42","MARIAN","Guam","GUA_MP","2014","MOSP",1.79379859543516e-05,7.90344836123716e-06,11,"GUA_MP_MINUS_ACHANG-2014",1.04724390326065,0.189949879963447,112,0.0104724390326065,0.00189949879963447,1,1.79379859543516e-05,7.90344836123716e-06,11,2.62127727641729e-05,0.020102405757994,0.00171287566330067,0.000816137976603835,11,0.00159963043414352,0.000113245229157151,0.00331250609744419
"43","MARIAN","Guam","GUA_MP","2014","POCS",1.52908410668004e-05,5.13592762495601e-06,11,"GUA_MP_MINUS_ACHANG-2014",0.782946812999898,0.451449084473721,28,0.00782946812999898,0.00451449084473721,0.989336321573164,1.51277844547882e-05,5.08115974433997e-06,11,1.68523003718339e-05,0.0238884401425051,0.00193215991222001,0.00128932781025545,11,0.00252708250810068,-0.000594922595880671,0.00445924242032069
"44","MARIAN","Guam","GUA_MP","2014","POSP",0.000100632524454477,3.83146419616208e-05,11,"GUA_MP_MINUS_ACHANG-2014",7.35128309330649,0.976226030399164,140,0.0735128309330649,0.00976226030399164,0.642734294175498,6.46799745763468e-05,2.46261343577893e-05,11,8.16756477016667e-05,0.115508621643602,0.000879846058917788,0.000354782586366042,11,0.000695373869277443,0.000184472189640345,0.00157521992819523
"45","MARIAN","Guam","GUA_MP","2014","SSSS",0.000466833615500376,0.000102148194763834,11,"GUA_MP_MINUS_ACHANG-2014",15.0227235435791,2.32996335205381,28,0.150227235435791,0.0232996335205381,0.751949671335974,0.000351035383744092,7.68103014802281e-05,11,0.000254750950043996,0.123290071868576,0.00233669602403174,0.000626708999261952,11,0.00122834963855343,0.00110834638547831,0.00356504566258516
"46","MARIAN","Guam","GUA_WEST_OPEN","2014","ACSP",3.53332959683145e-06,2.11859610653533e-06,11,"GUA_WEST_OPEN-2014",0.00650336609411723,0.00458414012623662,74,6.50336609411723e-05,4.58414012623662e-05,0.88341218966219,3.12138643593509e-06,1.87159362548417e-06,11,6.20737381575192e-06,0.000394342644355893,0.0479964742990344,0.0444165872173011,11,0.0870565109459101,-0.0390600366468757,0.135052985244945
"47","MARIAN","Guam","GUA_WEST_OPEN","2014","MOSP",3.86727945297613e-06,2.23169593735631e-06,11,"GUA_WEST_OPEN-2014",0.176527871322173,0.0337573888312998,148,0.00176527871322173,0.000337573888312998,1,3.86727945297613e-06,2.23169593735631e-06,11,7.40169807037137e-06,0.00410676359807476,0.00219074723102401,0.00133182316622021,11,0.00261037340579161,-0.000419626174767606,0.00480112063681562
"48","MARIAN","Guam","GUA_WEST_OPEN","2014","POCS",3.17724096700668e-05,1.14487443829787e-05,11,"GUA_WEST_OPEN-2014",0.0888465674173871,0.0318738922584643,37,0.000888465674173871,0.000318738922584643,0.989336321573164,3.14335989104995e-05,1.13266586544876e-05,11,3.7566276885367e-05,0.00193881317524549,0.0353796436083225,0.0179896052999437,11,0.0352596263878896,0.000120017220432839,0.0706392699962121
"49","MARIAN","Guam","GUA_WEST_OPEN","2014","POSP",7.15570470425587e-05,1.82546064929827e-05,11,"GUA_WEST_OPEN-2014",11.1844657949457,1.12492958497225,185,0.111844657949456,0.0112492958497225,0.642734294175498,4.59921681241819e-05,1.17328616197187e-05,11,3.89134997097685e-05,0.153006965744041,0.000411214705891149,0.000112762205996204,11,0.00022101392375256,0.000190200782138589,0.000632228629643708
"50","MARIAN","Guam","GUA_WEST_OPEN","2014","SSSS",0.000344915788588723,6.9051569939579e-05,11,"GUA_WEST_OPEN-2014",13.989514998149,2.67370659293974,37,0.13989514998149,0.0267370659293974,0.751949671335974,0.000259359313867879,5.19233053212995e-05,11,0.000172210121625814,0.162635222805452,0.00185395500774827,0.000513137319474228,11,0.00100574914616949,0.000848205861578782,0.00285970415391776
"51","MARIAN","Guam","GUA_WEST_OPEN","2017","ACSP",2.82666367746515e-06,2.82479480871377e-06,11,"GUA_WEST_OPEN-2017",0.0622046063414672,0.0167329900445114,74,0.000622046063414672,0.000167329900445114,0.88341218966219,2.49710914874807e-06,2.49545816731222e-06,11,8.27649842100256e-06,0.00143942623053073,0.00401434764338896,0.00415448850121347,11,0.00814279746237839,-0.00412844981898944,0.0121571451057674
"52","MARIAN","Guam","GUA_WEST_OPEN","2017","MOSP",1.30785039046445e-05,9.3265493936888e-06,11,"GUA_WEST_OPEN-2017",1.82840251650052,0.472646064021671,148,0.0182840251650052,0.00472646064021671,1,1.30785039046445e-05,9.3265493936888e-06,11,3.09326649275824e-05,0.0574998753664791,0.000715296756956788,0.00054257239306123,11,0.00106344189040001,-0.000348145133443222,0.0017787386473568
"53","MARIAN","Guam","GUA_WEST_OPEN","2017","POCS",3.94937974068677e-05,1.16894297011184e-05,11,"GUA_WEST_OPEN-2017",0.163602336960712,0.0834765719182817,37,0.00163602336960712,0.000834765719182817,0.989336321573164,3.90726482514662e-05,1.15647773817926e-05,11,3.83560273593946e-05,0.00507768163822269,0.0238826956737478,0.0140877657443533,11,0.0276120208589325,-0.00372932518518476,0.0514947165326803
"54","MARIAN","Guam","GUA_WEST_OPEN","2017","POSP",0.000152101875723947,6.69634456556303e-05,11,"GUA_WEST_OPEN-2017",7.98254781033417,0.676929966684815,185,0.0798254781033417,0.00676929966684815,0.642734294175498,9.77610917362004e-05,4.30397029790309e-05,11,0.000142746545869787,0.0920724297834277,0.00122468532677799,0.00054908361570315,11,0.00107620388677817,0.000148481439999816,0.00230088921355617
"55","MARIAN","Guam","GUA_WEST_OPEN","2017","SSSS",0.000634789074468483,0.000208634211428439,11,"GUA_WEST_OPEN-2017",13.5188515167735,2.4227164130282,37,0.135188515167735,0.024227164130282,0.751949671335974,0.000477329435914243,0.000156882426713055,11,0.000520320145607632,0.147368086187064,0.00353084309951919,0.00132177285569043,11,0.00259067479715324,0.000940168302365956,0.00612151789667243
"56","MHI","Hawaii","HAW_HAMAKUA","2013-15","ACSP",0,0,4,"HAW_HAMAKUA-2013-15",0,0,88,0,0,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA
"57","MHI","Hawaii","HAW_HAMAKUA","2013-15","MOSP",0.000243376671978367,0.000131197684643541,4,"HAW_HAMAKUA-2013-15",1.57089482656635,0.222787021393098,176,0.0157089482656635,0.00222787021393098,0.577622334084838,0.000140579801329944,7.57827128303287e-05,4,0.000151565425660657,0.0295560383248714,0.00894902694645847,0.00498833101805061,4,0.00977712879537919,-0.000828101848920721,0.0187261557418377
"58","MHI","Hawaii","HAW_HAMAKUA","2013-15","POCS",4.55924960162248e-05,1.70723813477401e-05,4,"HAW_HAMAKUA-2013-15",1.46764013071988,0.342422767999902,44,0.0146764013071988,0.00342422767999902,0.960285169623405,4.37817977704948e-05,1.63943546183901e-05,4,3.27887092367801e-05,0.0227137568226118,0.00298314258748293,0.00131614832933323,4,0.00257965072549313,0.000403491861989797,0.00556279331297606
"59","MHI","Hawaii","HAW_HAMAKUA","2013-15","POSP",0.000530852527886426,0.00010426434199908,4,"HAW_HAMAKUA-2013-15",3.04942303489112,0.193845115064574,220,0.0304942303489112,0.00193845115064574,0.471361651686019,0.000250223524346244,4.91462124566423e-05,4,9.82924249132845e-05,0.0287518769814556,0.0082056022232146,0.00169396415617567,4,0.00332016974610431,0.00488543247711029,0.0115257719693189
"60","MHI","Hawaii","HAW_HAMAKUA","2013-15","SSSS",0.000840293773238688,0.000214315879255024,4,"HAW_HAMAKUA-2013-15",6.83061015694597,0.876472857270961,44,0.0683061015694597,0.00876472857270961,0.526250219823372,0.000442204782883071,0.000112783778569596,4,0.000225567557139191,0.05813863212997,0.00647386943073303,0.00184834043346332,4,0.0036227472495881,0.00285112218114493,0.0100966166803211
"61","MHI","Hawaii","HAW_KONA","2013-15","ACSP",0,0,7,"HAW_KONA-2013-15",0,0,176,0,0,NA,NA,NA,7,NA,0,NA,NA,7,NA,NA,NA
"62","MHI","Hawaii","HAW_KONA","2013-15","MOSP",0.000169483971094621,2.85857108971247e-05,7,"HAW_KONA-2013-15",0.677047800229337,0.0481073183838018,352,0.00677047800229337,0.000481073183838018,0.577622334084838,9.78977269736422e-05,1.65117450498716e-05,7,4.3685971113662e-05,0.0090257329724091,0.0144595000442334,0.00264636608025881,7,0.00518687751730727,0.00927262252692614,0.0196463775615407
"63","MHI","Hawaii","HAW_KONA","2013-15","POCS",9.27971773606867e-05,1.19801765437194e-05,7,"HAW_KONA-2013-15",2.74997648617509,0.355535693194498,88,0.0274997648617509,0.00355535693194498,0.960285169623405,8.91117532023802e-05,1.15043858644039e-05,7,3.04377439837396e-05,0.0333522043707844,0.00324045509662974,0.00059205570496524,7,0.00116042918173187,0.00208002591489787,0.00440088427836161
"64","MHI","Hawaii","HAW_KONA","2013-15","POSP",0.000300669224986663,9.027934929623e-05,7,"HAW_KONA-2013-15",22.8464148702261,0.782242371043989,440,0.228464148702261,0.00782242371043989,0.471361651686019,0.000141723942500869,4.255422319741e-05,7,0.000112587891815883,0.164084544032907,0.000620333401568253,0.000187469232045106,7,0.000367439694808408,0.000252893706759845,0.000987773096376661
"65","MHI","Hawaii","HAW_KONA","2013-15","SSSS",0.00060003164556962,0.000112317749553299,7,"HAW_KONA-2013-15",26.9785663290459,1.84329530637936,88,0.269785663290459,0.0184329530637936,0.526250219823372,0.000315766785381992,5.91072403924901e-05,7,0.000156383058761841,0.172916427101006,0.00117043575085022,0.000233228136246534,7,0.000457127147043206,0.000713308603807012,0.00162756289789342
"66","MHI","Hawaii","HAW_PUNA","2013-15","ACSP",0,0,8,"HAW_PUNA-2013-15",0,0,62,0,0,NA,NA,NA,8,NA,0,NA,NA,8,NA,NA,NA
"67","MHI","Hawaii","HAW_PUNA","2013-15","MOSP",0.000135979403971701,4.72838442368675e-05,8,"HAW_PUNA-2013-15",4.62945434929733,1.31223447435711,124,0.0462945434929733,0.0131223447435711,0.577622334084838,7.85447407095991e-05,2.73122044726033e-05,8,7.72505799669255e-05,0.14612424684005,0.00169663063469933,0.000761143693223727,8,0.0014918416387185,0.000204788995980826,0.00318847227341784
"68","MHI","Hawaii","HAW_PUNA","2013-15","POCS",5.43871725531972e-05,2.3734207682314e-05,8,"HAW_PUNA-2013-15",6.0545442726733,0.929104744206299,31,0.060545442726733,0.00929104744206299,0.960285169623405,5.22271952205844e-05,2.2791607650088e-05,8,6.44644012940817e-05,0.0517303628412813,0.000862611500857424,0.000399033997002437,8,0.000782106634124776,8.05048667326483e-05,0.0016447181349822
"69","MHI","Hawaii","HAW_PUNA","2013-15","POSP",0.000260630172908301,7.64651008276086e-05,8,"HAW_PUNA-2013-15",6.393644463975,0.547471172716287,155,0.06393644463975,0.00547471172716287,0.471361651686019,0.000122851068781269,3.60427162224395e-05,8,0.000101944196213078,0.0681596113311092,0.00192145605645534,0.00058724637287857,8,0.001151002890842,0.000770453165613345,0.00307245894729734
"70","MHI","Hawaii","HAW_PUNA","2013-15","SSSS",0.000516758447376328,0.000100062376188428,8,"HAW_PUNA-2013-15",17.3943242007055,2.91135393407984,31,0.173943242007055,0.0291135393407984,0.526250219823372,0.000271944246527377,5.26578474652092e-05,8,0.000148938884101345,0.162097326817547,0.00156340794496832,0.000400148113822048,8,0.000784290303091213,0.000779117641877107,0.00234769824805953
"71","MHI","Maui","MAI_KIHEI","2013-15","ACSP",0,0,2,"MAI_KIHEI-2013-15",0,0,46,0,0,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA
