"","Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","SArea_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TP_ID_END","Year_END","TL_Date_END","SArea_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_SArea_STA","l10_SArea_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_SArea_ENDann","Mortality","Survival"
"12","BAK","OCC-BAK-008","POCS","OCC-BAK-008_040",1,2017,2017-04-10,0.019059713,0.00496762,0.280328761,1,2,2018,2018-06-15,0.032320649,0.00285302,0.213843478,1,"GROW","17_18",-2.3038516330841,-2.54469518387773,-0.240843550793628,-1.71988364322837,-1.49051992715832,0.229363716070056,1.18001368925394,-2.50795396934251,-1.52550986760288,0,1
"13","BAK","OCC-BAK-008","POCS","OCC-BAK-008_041",1,2017,2017-04-10,0.02545205,0.01620342,0.672034381,1,2,2018,2018-06-15,0.09971037,0.03225132,0.764987706,1,"GROW","17_18",-1.79039331074318,-1.49145250561834,0.298940805124836,-1.59427723227289,-1.00125967218406,0.593017560088832,1.18001368925394,-1.53705658435839,-1.09172580809088,0,1
"14","BAK","OCC-BAK-008","POCS","OCC-BAK-008_042",1,2017,2017-04-10,0.32600885,0.04240312,1.427227382,1,2,2018,2018-06-15,0.939378829,0.04839842,1.280676093,1,"GROW","17_18",-1.37260218706453,-1.31516881596885,0.057433371095678,-0.486770610195878,-0.0271592318386165,0.459611378357262,1.18001368925394,-1.32393040332277,-0.0972739606715399,0,1
"15","BAK","OCC-BAK-008","POCS","OCC-BAK-008_043",1,2017,2017-04-10,0.001451059,0.00070822,0.102789653,1,2,2018,2018-06-15,0.01668344,0.00244882,0.201701341,1,"GROW","17_18",-3.14983181301,-2.61104313642682,0.538788676583175,-2.83831492880727,-1.77771439620523,1.06060053260204,1.18001368925394,-2.69323653662484,-1.93951134520426,0,1
"16","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_044",1,2017,2017-04-10,0.023656888,0.01722192,0.668277021,1,2,2018,2018-06-15,0.063188986,0.03212552,0.827958267,1,"GROW","17_18",-1.76391843250359,-1.49314983389247,0.270768598611119,-1.62604238622197,-1.19935861374723,0.42668377247474,1.18001368925394,-1.53445618043233,-1.26445016372453,0,1
"17","BAK","OCC-BAK-008","POCS","OCC-BAK-008_045",1,2017,2017-04-10,0.031138614,0.01397902,0.909171465,1,2,2018,2018-06-15,0.101294741,0.02068152,0.962869952,1,"GROW","17_18",-1.85452327376277,-1.68441754568672,0.170105728076049,-1.50670072206809,-0.994413101668034,0.512287620400054,1.18001368925394,-1.71036754944774,-1.07256370733231,0,1
"18","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_046",1,2017,2017-04-10,0.001244121,0.00102742,0.124931788,1,2,2018,2018-06-15,0.009473423,0.00384642,0.248186618,1,"GROW","17_18",-2.9882519844506,-2.41494329583246,0.573308688618136,-2.90513737922976,-2.02349307047857,0.881644308751189,1.18001368925394,-2.5024027999546,-2.15798985307809,0,1
"19","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_048",1,2017,2017-04-10,0.033853506,0.00614622,0.311725729,1,2,2018,2018-06-15,0.099958173,0.00754762,0.347725723,1,"GROW","17_18",-2.21139189850919,-2.12218997337959,0.0892019251295988,-1.47039634743361,-1.00018169035341,0.470214657080208,1.18001368925394,-2.13579792367488,-1.07191397272701,0,1
"20","BAK","OCC-BAK-008","POCS","OCC-BAK-008_057",1,2017,2017-04-10,0.362805701,0.06605502,1.729470032,1,2,2018,2018-06-15,0.959684058,0.08162262,1.97986195,1,"GROW","17_18",-1.18009417160806,-1.08818946894427,0.0919047026637945,-0.440325897208997,-0.0178717195133463,0.422454177695651,1.18001368925394,-1.1022097339098,-0.0823180354843186,0,1
"21","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_058",1,2017,2017-04-10,0.069818927,0.03760182,1.134249684,1,2,2018,2018-06-15,0.277832088,0.09440648,1.964487936,1,"GROW","17_18",-1.42479113388011,-1.02499819498522,0.399792938894882,-1.15602682984954,-0.556217597199694,0.599809232649844,1.18001368925394,-1.08598748902777,-0.647719817725744,0,1
"22","BAK","OCC-BAK-008","POCS","OCC-BAK-008_059",1,2017,2017-04-10,0.015274683,0.00998962,0.590093267,1,2,2018,2018-06-15,0.051582336,0.01815622,0.754686191,1,"GROW","17_18",-2.00045103179824,-1.74097456352518,0.259476468273056,-1.81602779403332,-1.2874989939364,0.528528800096915,1.18001368925394,-1.78055827069213,-1.36812722736186,0,1
"23","BAK","OCC-BAK-008","POCS","OCC-BAK-008_060",1,2017,2017-04-10,0.030407194,0.01491752,0.723816135,1,2,2018,2018-06-15,0.069913982,0.02187062,0.804058768,1,"GROW","17_18",-1.82630337122251,-1.66013890517626,0.166164466046249,-1.51702365504635,-1.15543596161899,0.361587693427361,1.18001368925394,-1.6854876607274,-1.21059696125437,0,1
"24","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_066",1,2017,2017-04-10,0.002842363,0.00173002,0.192186622,1,2,2018,2018-06-15,0.004823371,0.00237902,0.226328758,1,"GROW","17_18",-2.76194887615477,-2.62360190691056,0.138346969244213,-2.54632045884001,-2.31664933209511,0.229671126744905,1.18001368925394,-2.64470704200988,-2.35168616871571,0,1
"25","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_067",1,2017,2017-04-10,0.00605724,0.00307118,0.420999238,4,2,2018,2018-06-15,0.046079558,0.01177184,0.681167185,2,"GROW","17_18",-2.5126947290744,-1.92915564935779,0.583539079716604,-2.21772521837719,-1.33649169536353,0.881233523013669,1.18001368925394,-2.01817582219159,-1.47092581169334,0,1
"26","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_069",1,2017,2017-04-10,0.000727149,0.00054402,0.113902351,1,2,2018,2018-06-15,0.003079846,0.00236562,0.214529765,1,"GROW","17_18",-3.26438513388642,-2.62605501674837,0.638330117138051,-3.13837658880052,-2.51147099876654,0.626905590033978,1.18001368925394,-2.72343368310992,-2.60710682833669,0,1
"27","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_074",1,2017,2017-04-10,0.009380692,0.00532852,0.348311509,1,2,2018,2018-06-15,0.024173075,0.01253682,0.521406974,1,"GROW","17_18",-2.27339339980793,-1.90181260956528,0.37158079024265,-2.02776512316717,-1.61666810049892,0.41109702266825,1.18001368925394,-1.95849807814638,-1.67938185743729,0,1
"28","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_080",1,2017,2017-04-10,0.005237467,0.00364082,0.256613027,1,2,2018,2018-06-15,0.012830417,0.00837162,0.410211009,1,"GROW","17_18",-2.43880079179913,-2.07719049314374,0.36161029865539,-2.28087870040046,-1.89175922843755,0.389119471962909,1.18001368925394,-2.13235494125648,-1.95112026157342,0,1
"29","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_081",1,2017,2017-04-10,0.001469004,0.00113492,0.18111556,1,2,2018,2018-06-15,0.009549038,0.00547442,0.305642468,1,"GROW","17_18",-2.94503475061452,-2.2616618863769,0.683372864237612,-2.8329770216532,-2.02004037839905,0.812936643254152,1.18001368925394,-2.36591192309065,-2.14405565518318,0,1
"30","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_084",1,2017,2017-04-10,0.012438878,0.00801832,0.421968371,1,2,2018,2018-06-15,0.005985307,0.00246134,0.310189483,2,"GROW","17_18",-2.09591661565085,-2.60882839039115,-0.512911774740307,-1.90521879170184,-2.22291356873518,-0.317694777033341,1.18001368925394,-2.53058256860652,-2.17444853024343,0,1
"31","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_085",1,2017,2017-04-10,0.010961336,0.00714142,0.468009997,1,2,2018,2018-06-15,0.012232733,0.00449612,0.354796793,1,"GROW","17_18",-2.14621542451961,-2.34716210610395,-0.200946681584343,-1.96013650953166,-1.91247650337096,0.0476600061606998,1.18001368925394,-2.31650724690634,-1.91974714236183,0,1
"32","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_086",1,2017,2017-04-10,0.022825767,0.01712164,0.743877865,2,2,2018,2018-06-15,0.106649327,0.03820112,0.807757252,1,"GROW","17_18",-1.76645463867533,-1.4179239040336,0.348530734641735,-1.6415746202221,-0.972041880778158,0.669532739443939,1.18001368925394,-1.47109303582639,-1.07418057594855,0,1
"33","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_092",1,2017,2017-04-10,0.003087516,0.00170694,0.240934647,2,2,2018,2018-06-15,0.255929577,0.01456392,0.500938932,1,"GROW","17_18",-2.76778174433745,-1.83672171532268,0.931060029014768,-2.51039078314322,-0.591879521124825,1.9185112620184,1.18001368925394,-1.97875697496937,-0.884552642882852,0,1
"34","BAK","OCC-BAK-008","POSP","OCC-BAK-008_098",1,2017,2017-04-10,0.089369626,0.06407,1.149583493,1,2,2018,2018-06-15,0.091278613,0.0640705,1.479389625,1,"GROW","17_18",-1.19334527600814,-1.19334188680268,3.38920545717158e-06,-1.04881005952614,-1.03963096774653,0.00917909177960841,1.18001368925394,-1.19334240383345,-1.04103125842985,0,1
"35","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_100",1,2017,2017-04-10,0.475972489,0.1221861,2.648614155,1,2,2018,2018-06-15,2.320154983,0.19783582,2.921062088,1,"GROW","17_18",-0.912978197012084,-0.703695072597589,0.209283124414495,-0.322418148583658,0.365516996103655,0.687935144687313,1.18001368925394,-0.73562167452393,0.26057097345124,0,1
"36","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_101",1,2017,2017-04-10,0.006922642,0.00077152,0.108547012,1,2,2018,2018-06-15,0.006544321,0.00111842,0.139073926,1,"GROW","17_18",-3.11265281130264,-2.95139507531444,0.161257735988202,-2.159728127069,-2.18413540659993,-0.0244072795309318,1.18001368925394,-2.97599529837992,-2.18041202230954,0,1
"37","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_102",1,2017,2017-04-10,0.166469268,0.05301622,1.549068015,1,2,2018,2018-06-15,0.256159367,0.05580528,1.56658129,1,"GROW","17_18",-1.27559124023294,-1.25332470847494,0.0222665317580082,-0.778665930145151,-0.591489758616323,0.187176171528828,1.18001368925394,-1.25672151697398,-0.620043896152333,0,1
"38","BAK","OCC-BAK-008","POSP","OCC-BAK-008_103",1,2017,2017-04-10,0.055599494,0.0379635,1.653011996,1,2,2018,2018-06-15,0.025179694,0.01936352,1.040149172,1,"GROW","17_18",-1.42063375513263,-1.7130156915721,-0.292381936439471,-1.25492916082815,-1.59894955202478,-0.344020391196624,1.18001368925394,-1.66841218270692,-1.54646848306613,0,1
"39","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_104",1,2017,2017-04-10,0.077259606,0.05470242,1.405587776,1,2,2018,2018-06-15,0.284100043,0.13636392,1.912246725,1,"GROW","17_18",-1.26199346033205,-0.865300522770961,0.396692937561088,-1.11204751095255,-0.54652870054436,0.565518810408192,1.18001368925394,-0.92581690477709,-0.632799841575308,0,1
"40","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_105",1,2017,2017-04-10,0.494361253,0.29231438,4.941713689,1,2,2018,2018-06-15,2.084451701,0.52136944,5.396672722,1,"GROW","17_18",-0.534149819603096,-0.282854428534642,0.251295391068454,-0.305955575677593,0.318991836506117,0.62494741218371,1.18001368925394,-0.321190094341488,0.223654731283196,0,1
"41","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_106",1,2017,2017-04-10,0.004308938,0.00221342,0.207358199,1,2,2018,2018-06-15,0.018092379,0.00863442,0.393039438,1,"GROW","17_18",-2.65493617017775,-2.06376682998528,0.591169340192471,-2.36562975479805,-1.74250432320975,0.623125431588309,1.18001368925394,-2.15395101587311,-1.83756348127687,0,1
"42","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_108",1,2017,2017-04-10,0.018413039,0.01179912,0.590478038,1,2,2018,2018-06-15,0.004641572,0.00353182,0.24501505,1,"GROW","17_18",-1.92815038196468,-2.45200143844633,-0.523851056481644,-1.73487452697622,-2.33333490838848,-0.598460381412263,1.18001368925394,-2.37208680511995,-2.24203845809183,0,1
"43","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_110",1,2017,2017-04-10,0.059702648,0.01196972,0.609389731,1,2,2018,2018-06-15,0.489610604,0.02264082,0.644661805,1,"GROW","17_18",-1.92191600864766,-1.64510784802148,0.276808160626177,-1.2240064061188,-0.310149184798738,0.91385722132006,1.18001368925394,-1.687335543059,-0.449560118213574,0,1
"44","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_111",1,2017,2017-04-10,0.648159772,0.39215806,4.995952032,1,2,2018,2018-06-15,1.436530937,0.63858844,7.12084344,1,"GROW","17_18",-0.406538854534926,-0.194778947509151,0.211759907025775,-0.188317926930111,0.157314983355262,0.345632910285372,1.18001368925394,-0.227083388082108,0.104587921055347,0,1
"45","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_112",1,2017,2017-04-10,0.034967516,0.01896962,0.615004945,1,2,2018,2018-06-15,0.139438463,0.07195092,1.306859849,1,"GROW","17_18",-1.72194136882436,-1.14296364858813,0.578977720236234,-1.45633521772819,-0.855617413005762,0.600717804722432,1.18001368925394,-1.23128797597915,-0.947258238204138,0,1
"46","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_113",1,2017,2017-04-10,0.021019965,0.01364386,0.799270545,3,2,2018,2018-06-15,0.446518515,0.13083492,2.469247388,2,"GROW","17_18",-1.86506274554868,-0.883276326812407,0.981786418736271,-1.67736801144381,-0.350160528274606,1.32720748316921,1.18001368925394,-1.03305000902101,-0.552628955231394,0,1
"47","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_116",1,2017,2017-04-10,0.205180267,0.10166272,1.960045712,1,2,2018,2018-06-15,0.413300625,0.17304622,3.153611962,2,"GROW","17_18",-0.992838274869515,-0.761837882940621,0.231000391928894,-0.687864409374551,-0.38373393797054,0.304130471404011,1.18001368925394,-0.797077501894971,-0.430129711740409,0,1
"48","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_117",1,2017,2017-04-10,0.018688187,0.00341062,0.351926739,1,2,2018,2018-06-15,0.044407483,0.00744482,0.399867864,1,"GROW","17_18",-2.46716666555198,-2.1281457981068,0.339020867445176,-1.72843282885591,-1.35254384178217,0.375888987073741,1.18001368925394,-2.17986417869734,-1.40988653528588,0,1
"49","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_118",1,2017,2017-04-10,0.101241632,0.07821912,1.349771548,1,2,2018,2018-06-15,0.276112817,0.09217942,1.413813175,1,"GROW","17_18",-1.1066870743631,-1.03536602881718,0.0713210455459168,-0.994640862695117,-0.55891343318986,0.435727429505257,1.18001368925394,-1.04624621151937,-0.625384612980975,0,1
"50","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_119",1,2017,2017-04-10,0.011135825,0.00882622,0.410838428,1,2,2018,2018-06-15,0.01534401,0.0090742,0.684907304,1,"GROW","17_18",-2.05422525164577,-2.04219165289244,0.0120335987533227,-1.95327760263756,-1.81406112713487,0.139216475502696,1.18001368925394,-2.04402740490644,-1.83529890733047,0,1
"51","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_120",1,2017,2017-04-10,0.009527626,0.00824002,0.371181572,1,2,2018,2018-06-15,0.0207496,0.01794882,0.538862813,1,"GROW","17_18",-2.08407173419134,-1.74596409774492,0.338107636446421,-2.02101529910338,-1.6829902709744,0.338025028128977,1.18001368925394,-1.79754316293367,-1.73455673408225,0,1
"52","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_122",1,2017,2017-04-10,0.003942038,0.00330782,0.264956176,1,2,2018,2018-06-15,0.01394033,0.00515062,0.400152137,1,"GROW","17_18",-2.48045813126388,-2.28814049010987,0.192317641154016,-2.4042791935749,-1.8557269453569,0.548552248218001,1.18001368925394,-2.31747897016991,-1.93940979992844,0,1
"53","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_129",1,2017,2017-04-10,0.054269659,0.01449912,0.608821179,1,2,2018,2018-06-15,0.25368736,0.04887682,1.317445641,1,"GROW","17_18",-1.83865835574721,-1.31089705770368,0.527761298043528,-1.2654429072741,-0.595701171008486,0.669741736265614,1.18001368925394,-1.39140820699919,-0.697871749104691,0,1
"54","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_130",1,2017,2017-04-10,0.38971102,0.09065542,2.811214327,1,2,2018,2018-06-15,0.419701302,0.07406792,2.279022,2,"GROW","17_18",-1.04260622570278,-1.13036985117946,-0.0877636254766792,-0.409257313330935,-0.377059683515366,0.0321976298155685,1.18001368925394,-1.11698131666648,-0.381971502912985,0,1
"55","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_131",1,2017,2017-04-10,0.225291492,0.06962252,1.908673122,1,2,2018,2018-06-15,0.223902206,0.0630887,1.915036381,1,"GROW","17_18",-1.15725026139807,-1.20004842153431,-0.0427981601362417,-0.647255208840841,-0.649941627506689,-0.00268641866584851,1.18001368925394,-1.19351946787084,-0.649531808417873,0,1
"56","BAK","OCC-BAK-008","MOSP","OCC-BAK-008_070",1,2017,2017-04-10,0.073090737,0.03766404,1.647495844,3,2,2018,2018-06-15,0.107881672,0.04954232,1.353570525,1,"GROW","17_18",-1.42407309760657,-1.30502365984937,0.119049437757201,-1.13613765894761,-0.967052331270438,0.169085327677174,1.18001368925394,-1.32318491398518,-0.992846670701468,0,1
"57","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_077",1,2017,2017-04-10,0.000785342,0.00059862,0.107902351,1,2,2018,2018-06-15,0.012560726,0.00844822,0.460779551,1,"GROW","17_18",-3.22284877739804,-2.07323478520539,1.14961399219265,-3.10494117590756,-1.90098525799678,1.20395591791078,1.18001368925394,-2.24861093366633,-2.08465138700521,0,1
"58","BAK","OCC-BAK-008","ACSP","OCC-BAK-008_047",1,2017,2017-04-10,0.244384872,0.12655978,2.401004741,1,2,2018,2018-06-15,0.611112303,0.30967892,3.932598242,1,"GROW","17_18",-0.897704288783733,-0.509088356281126,0.388615932502607,-0.611925681450218,-0.213878972913742,0.398046708536476,1.18001368925394,-0.568372573362441,-0.274601875666116,0,1
"59","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_026",1,2017,2017-04-11,0.009681695,0.00627972,0.606601502,2,2,2018,2018-06-08,0.041482979,0.02389186,0.813959699,1,"GROW","17_18",-2.20205972014272,-1.62175003876866,0.580309681374061,-2.01404860294935,-1.38213006335324,0.63191853959611,1.15811088295688,-1.70097671512647,-1.46840262992931,0,1
"60","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_025",1,2017,2017-04-11,0.015533962,0.01324398,0.615873579,1,2,2018,2018-06-08,0.063126282,0.0445988,0.9995591,1,"GROW","17_18",-1.87798148375629,-1.35067682649838,0.527304657257903,-1.80871776157433,-1.19978978891491,0.608927972659422,1.15811088295688,-1.42266700133679,-1.28292357241629,0,1
"61","HOW","OCC-HOW-005","ACSP","OCC-HOW-005_027",1,2017,2017-04-11,0.00849184,0.00415502,0.302127746,1,2,2018,2018-06-08,0.036532735,0.01321242,0.4971227,1,"GROW","17_18",-2.38142688141808,-1.8790176292901,0.502409252127983,-2.0709981972394,-1.43731781339046,0.633680383848941,1.15811088295688,-1.94760896335722,-1.52383091544076,0,1
"62","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_031",1,2017,2017-04-11,0.008899367,0.00180524,0.378231111,2,2,2018,2018-06-08,0.007346394,0.00243774,0.394473752,2,"GROW","17_18",-2.74346505207034,-2.61301261643163,0.130452435638715,-2.05064088303865,-2.13392578339104,-0.0832849003523881,1.15811088295688,-2.63082261207734,-2.12255532713726,0,1
"63","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_030",1,2017,2017-04-11,0.124462252,0.067859,3.16086823,3,2,2018,2018-06-08,0.301911378,0.1329099,2.96821785,2,"GROW","17_18",-1.1683925445978,-0.876442668754493,0.291949875843303,-0.904962345225845,-0.52012051960525,0.384841825620595,1.15811088295688,-0.916301073789837,-0.572660981613736,0,1
"64","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_028",1,2017,2017-04-11,0.003962839,0.00326102,0.246269886,1,2,2018,2018-06-08,0.036815415,0.0222018,0.850505279,1,"GROW","17_18",-2.48664653763593,-1.65361181391074,0.83303472372519,-2.40199357158,-1.43397029959597,0.968023271984032,1.15811088295688,-1.76734173186613,-1.56612950516826,0,1
"65","HOW","OCC-HOW-005","POSP","OCC-HOW-005_034",1,2017,2017-04-11,0.003445837,0.00286972,0.356311516,1,2,2018,2018-06-08,0.00431606,0.00233812,0.306512526,1,"GROW","17_18",-2.54216047552634,-2.63113320318254,-0.0889727276562073,-2.46270527003217,-2.36491252657305,0.097792743459117,1.15811088295688,-2.61898621731459,-2.37826366353467,0,1
"66","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_036",1,2017,2017-04-11,0.022880788,0.0023821,0.323160044,1,2,2018,2018-06-08,0.003720975,0.00062232,0.098002856,1,"GROW","17_18",-2.62304001088993,-3.20598624151904,-0.582946230629108,-1.64052902279166,-2.42934324784961,-0.78881422505795,1.15811088295688,-3.12639961074166,-2.32165052563425,0,1
"67","HOW","OCC-HOW-005","POSP","OCC-HOW-005_032",1,2017,2017-04-11,0.311335994,0.15155564,1.968126121,1,2,2018,2018-06-08,0.355900672,0.16209184,2.125748479,1,"GROW","17_18",-0.81942789713667,-0.790238847780557,0.0291890493561122,-0.506770667008047,-0.448671191974754,0.0580994750332925,1.15811088295688,-0.794223877568537,-0.456603212502349,0,1
"68","HOW","OCC-HOW-005","POSP","OCC-HOW-005_035",1,2017,2017-04-11,0.240684262,0.10079974,6.141485254,3,2,2018,2018-06-08,0.262525884,0.10023324,6.048875081,3,"GROW","17_18",-0.996540588095959,-0.998988231017254,-0.0024476429212954,-0.618552306692209,-0.580827870451629,0.0377244362405801,1.15811088295688,-0.998654067001404,-0.585978192420644,0,1
"69","HOW","OCC-HOW-005","MOSP","OCC-HOW-005_042",1,2017,2017-04-11,0.010657286,0.0081535,0.528640269,1,2,2018,2018-06-08,0.118062016,0.04353396,1.22821377,3,"GROW","17_18",-2.08865592446332,-1.36117182611331,0.727484098350015,-1.97235337929563,-0.9278898051382,1.04446357415743,1.15811088295688,-1.460491463654,-1.07048500941147,0,1
"70","HOW","OCC-HOW-005","POSP","OCC-HOW-005_040",1,2017,2017-04-11,0.00301237,0.00089862,0.127073925,1,2,2018,2018-06-08,0.004363316,0.00172862,0.251157186,1,"GROW","17_18",-3.04642391982603,-2.76230046655323,0.2841234532728,-2.5210916861601,-2.36018333340633,0.160908352753769,1.15811088295688,-2.8010903706348,-2.38215131773619,0,1
"71","HOW","OCC-HOW-005","POSP","OCC-HOW-005_037",1,2017,2017-04-11,0.006477949,0.00473592,0.460880057,1,2,2018,2018-06-08,0.017496766,0.01313934,0.653085357,1,"GROW","17_18",-2.32459564240253,-1.88142644920218,0.443169193200355,-2.18856247545301,-1.75704221635068,0.431520259102326,1.15811088295688,-1.94193004472776,-1.81595544321394,0,1
