"","Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","SArea_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TP_ID_END","Year_END","TL_Date_END","SArea_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_SArea_STA","l10_SArea_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_SArea_ENDann","Mortality","Survival"
"11","ASC","OCC-ASC-003","POSP","OCC-ASC-003_049",2,2017,2017-06-07,0.001962936,0.001265385,0.202146891,2,3,2022,2022-07-24,0.001748948,0.00096024,0.252108174,3,"GROW","17_22",-2.89777731801646,-3.0176202069094,-0.119842888892935,-2.70709386000262,-2.75722310284195,-0.050129242839335,5.12799452429843,-2.92114764111745,-2.71686946381846,0,1
"12","ASC","OCC-ASC-003","POSP","OCC-ASC-003_068",2,2017,2017-06-07,0.002955289,0.00179635,0.2153155,1,3,2022,2022-07-24,0.003013987,0.00074889,0.24345688,2,"GROW","17_22",-2.74560904168898,-3.12558196855065,-0.379972926861671,-2.52940004271228,-2.52085862522658,0.00854141748570747,5.12799452429843,-2.81970680545632,-2.52773439789827,0,1
"13","ASC","OCC-ASC-003","POSP","OCC-ASC-003_069",2,2017,2017-06-07,0.0197856196,0.010614255,1.224075941,6,3,2022,2022-07-24,0.029833883,0.015012425,1.382055377,3,"GROW","17_22",-1.97411048296228,-1.82354914925881,0.150561333703465,-1.70365034496088,-1.5252902177836,0.178360127177274,5.12799452429843,-1.94474981711327,-1.66886869175666,0,1
"14","ASC","OCC-ASC-003","POSP","OCC-ASC-003_072",2,2017,2017-06-07,0.000734336,0.00017505,0.059810439,1,3,2022,2022-07-24,0.002840947,0.00085885,0.151426657,1,"GROW","17_22",-3.75683788489895,-3.06608268001129,0.690755204887654,-3.13410518046969,-2.54653686829123,0.587568312178461,5.12799452429843,-3.62213508800348,-3.01952465402912,0,1
"15","ASC","OCC-ASC-003","POSP","OCC-ASC-003_073",2,2017,2017-06-07,0.004820699,0.003283605,0.676930544,3,3,2022,2022-07-24,0.031677109,0.01655191,1.792159066,5,"GROW","17_22",-2.48364909169815,-1.78115188378563,0.702497207912517,-2.3168899846174,-1.49925446100423,0.817635523613175,5.12799452429843,-2.3466565101765,-2.15744450944404,0,1
"16","ASC","OCC-ASC-003","POSP","OCC-ASC-003_075",2,2017,2017-06-07,0.000312972,0.000182235,0.072213391,1,3,2022,2022-07-24,0.000201222,0.00013457,0.045558491,1,"GROW","17_22",-3.73936820888283,-3.87105174759067,-0.131683538707835,-3.50449451481596,-3.69632453874395,-0.191830023927992,5.12799452429843,-3.76504755352407,-3.54190290576081,0,1
"17","ASC","OCC-ASC-003","POSP","OCC-ASC-003_070",2,2017,2017-06-07,0.002379162,0.001846995,0.309884627,1,3,2022,2022-07-24,0.002142562,0.00156985,0.371709371,3,"GROW","17_22",-2.73353428023672,-2.80414184267641,-0.0706075624396929,-2.62357598532267,-2.66906660190498,-0.0454906165823101,5.12799452429843,-2.74730332037612,-2.63244701986975,0,1
"18","ASC","OCC-ASC-003","ACSP","OCC-ASC-003_079",2,2017,2017-06-07,0.009109633,0.001674075,0.184624686,1,3,2022,2022-07-24,0.208246294,0.069967245,1.887959049,1,"GROW","17_22",-2.77622508914055,-1.15510522634302,1.62111986279753,-2.04049911910663,-0.681422718659092,1.35907640044754,5.12799452429843,-2.4600937330878,-1.77546833679832,0,1
"19","ASC","OCC-ASC-003","ACSP","OCC-ASC-003_081",2,2017,2017-06-07,0.025049302,0.016442295,0.768000287,1,3,2022,2022-07-24,0.018865559,0.007805825,0.415570598,1,"GROW","17_22",-1.78403756415162,-2.1075811894609,-0.323543625309284,-1.60120437126467,-1.72433032181636,-0.123125950551687,5.12799452429843,-1.84713116219979,-1.62521491768165,0,1
"20","ASC","OCC-ASC-003","POSP","OCC-ASC-003_082",2,2017,2017-06-07,0.024452783,0.01579042,1.014289392,3,3,2022,2022-07-24,0.079623687,0.05221166,2.107816544,4,"GROW","17_22",-1.80160631829718,-1.28223249875674,0.519373819540444,-1.61167170616154,-1.09895771614301,0.51271399001853,5.12799452429843,-1.70032426405952,-1.51168837201618,0,1
"21","ASC","OCC-ASC-003","POSP","OCC-ASC-003_084",2,2017,2017-06-07,0.001383489,0.00111006,0.228646338,1,3,2022,2022-07-24,0.016482953,0.010727325,0.992797616,3,"GROW","17_22",-2.95465354647039,-1.96950856159177,0.985144984878617,-2.85902428954673,-1.78296497973127,1.07605930981546,5.12799452429843,-2.76254238484363,-2.64918410646606,0,1
"22","ASC","OCC-ASC-003","ACSP","OCC-ASC-003_085",2,2017,2017-06-07,0.018041187,0.009260385,0.47098923,1,3,2022,2022-07-24,0.035812639,0.019508055,0.751705039,1,"GROW","17_22",-2.03337095717338,-1.70978602865137,0.32358492852201,-1.74373489192761,-1.44596367505319,0.297771216874424,5.12799452429843,-1.97026930466796,-1.68566711992367,0,1
"23","ASC","OCC-ASC-003","POSP","OCC-ASC-003_087",2,2017,2017-06-07,0.011714446,0.00594907,0.717383027,4,3,2022,2022-07-24,0.025220406,0.01061925,1.340398326,2,"GROW","17_22",-2.2255509208994,-1.97390615485186,0.251644766047538,-1.93127824525158,-1.5982479264013,0.333030318850273,5.12799452429843,-2.17647817621234,-1.86633466598833,0,1
"24","ASC","OCC-ASC-003","POSP","OCC-ASC-003_088",2,2017,2017-06-07,0.002243133,0.001774555,0.30840705,2,3,2022,2022-07-24,0.007385207,0.003689405,0.522938934,3,"GROW","17_22",-2.7509105357211,-2.4330436680015,0.317866867719603,-2.64914497543457,-2.13163732733946,0.517507648095108,5.12799452429843,-2.68892395086547,-2.54822683957406,0,1
"25","ASC","OCC-ASC-003","POSP","OCC-ASC-003_089",2,2017,2017-06-07,0.001628724,0.00122419,0.233999652,1,3,2022,2022-07-24,0.001838356,0.001232225,0.319769825,3,"GROW","17_22",-2.91215117242918,-2.90930998426854,0.00284118816064227,-2.78815250404784,-2.73557038312157,0.0525821209262691,5.12799452429843,-2.91159711798408,-2.77789856936107,0,1
"26","ASC","OCC-ASC-003","POSP","OCC-ASC-003_090",2,2017,2017-06-07,0.001325306,0.001004395,0.26969499,1,3,2022,2022-07-24,0.006690545,0.00396607,0.587807236,5,"GROW","17_22",-2.99809545792428,-2.40163962488981,0.596455833034478,-2.87768383586429,-2.17453850392841,0.703145331935881,5.12799452429843,-2.8817817937407,-2.74056486496756,0,1
"27","ASC","OCC-ASC-003","POSP","OCC-ASC-003_091",2,2017,2017-06-07,0.001515812,0.00097823,0.149312296,1,3,2022,2022-07-24,0.0001970892,9.1395e-05,0.051989227,2,"GROW","17_22",-3.00955902252611,-4.03907756281985,-1.02951854029374,-2.819354659143,-3.70533717333046,-0.88598251418746,5.12799452429843,-3.21032338282632,-2.99212834483813,0,1
"28","ASC","OCC-ASC-003","POSP","OCC-ASC-003_092",2,2017,2017-06-07,0.001196929,0.00104578,0.212520599,1,3,2022,2022-07-24,0.0003003193,0.000281175,0.091920203,2,"GROW","17_22",-2.98055966808362,-3.55102329618675,-0.57046362810313,-2.92193161051484,-3.52241675699794,-0.600485146483101,5.12799452429843,-3.09180464414591,-3.03903102308983,0,1
"29","ASC","OCC-ASC-003","POSP","OCC-ASC-003_093",2,2017,2017-06-07,0.001047582,0.000641235,0.136514367,1,3,2022,2022-07-24,0.0014093321,0.00103788,0.262626811,4,"GROW","17_22",-3.1929827809342,-2.9838528568445,0.209129924089691,-2.97981197241541,-2.85098665614347,0.128825316271943,5.12799452429843,-3.15220077091083,-2.95469000403937,0,1
"30","ASC","OCC-ASC-003","POSP","OCC-ASC-003_095",2,2017,2017-06-07,0.00034759,0.00023029,0.063461914,1,3,2022,2022-07-24,0.001561926,0.001054305,0.317130257,2,"GROW","17_22",-3.63772492021688,-2.97703373385262,0.660691186364261,-3.45893272649061,-2.80633954571669,0.652593180773915,5.12799452429843,-3.50888484770244,-3.3316718299195,0,1
"31","ASC","OCC-ASC-003","ACSP","OCC-ASC-003_096",2,2017,2017-06-07,0.024258217,0.01718559,0.67795594,1,3,2022,2022-07-24,0.074685771,0.034464015,1.277342774,1,"GROW","17_22",-1.76483555346881,-1.46263412936123,0.302201424107579,-1.61514112331768,-1.12676213131454,0.488378992003137,5.12799452429843,-1.7059038555749,-1.51990330867318,0,1
"32","ASC","OCC-ASC-003","POSP","OCC-ASC-003_097",2,2017,2017-06-07,0.00117114,0.001046,0.145235964,1,3,2022,2022-07-24,0.00223226,0.0014075,0.237189261,2,"GROW","17_22",-2.98046831546874,-2.85155159647662,0.128916718992128,-2.93139118554832,-2.65125522282177,0.280135962726549,5.12799452429843,-2.95532852283026,-2.87676242933589,0,1
"33","ASC","OCC-ASC-003","POSP","OCC-ASC-003_029",2,2017,2017-06-07,0.000225326,0.000189285,0.061383341,1,3,2022,2022-07-24,0.000481194,0.00036486,0.076215998,1,"GROW","17_22",-3.72288380059162,-3.43787374620369,0.285010054387939,-3.64718869285211,-3.31767979650912,0.329508896342987,5.12799452429843,-3.66730455747086,-3.58293181917924,0,1
"34","ASC","OCC-ASC-003","POSP","OCC-ASC-003_041",2,2017,2017-06-07,0.002168665,0.001174415,0.195170058,1,3,2022,2022-07-24,0.000598372,0.00031861,0.108647566,1,"GROW","17_22",-2.93017841044603,-3.49674059740914,-0.566562186963104,-2.66380752953854,-3.2230287368849,-0.559221207346361,5.12799452429843,-3.04066257424116,-2.77286014351786,0,1
"35","ASC","OCC-ASC-003","POSP","OCC-ASC-003_044",2,2017,2017-06-07,0.001316786,0.00084912,0.175980397,1,3,2022,2022-07-24,0.001249887,0.00061778,0.130600954,2,"GROW","17_22",-3.07103092971469,-3.20916615564971,-0.138135225935021,-2.88048479950352,-2.90312924898778,-0.0226444494842606,5.12799452429843,-3.09796840503384,-2.88490064850198,0,1
"36","ASC","OCC-ASC-003","POSP","OCC-ASC-003_030",2,2017,2017-06-07,0.002225343,0.001005435,0.127705115,1,3,2022,2022-07-24,0.00927993,0.00221863,0.221798787,1,"GROW","17_22",-2.99764600070502,-2.653915118839,0.34373088186602,-2.65260304017671,-2.0324552997217,0.620147740455013,5.12799452429843,-2.93061572595779,-2.53166926430848,0,1
"37","ASC","OCC-ASC-003","POSP","OCC-ASC-003_043",2,2017,2017-06-07,0.005610015,0.002809395,0.28248638,2,3,2022,2022-07-24,0.009640552,0.005773655,0.404797877,1,"GROW","17_22",-2.55138719484609,-2.23854917058912,0.312838024256965,-2.2510359775302,-2.01589809849441,0.235137879035791,5.12799452429843,-2.49038127473938,-2.20518220800653,0,1
"38","ASC","OCC-ASC-003","POSP","OCC-ASC-003_046",2,2017,2017-06-07,0.002006546,0.000483065,0.091464772,1,3,2022,2022-07-24,0.003591606,0.001555415,0.166569133,1,"GROW","17_22",-3.31599442775363,-2.80815371714262,0.50784071061101,-2.69755087962953,-2.44471131159578,0.252839568033753,5.12799452429843,-3.21696142212059,-2.64824513898654,0,1
"39","ASC","OCC-ASC-003","POSP","OCC-ASC-003_048",2,2017,2017-06-07,0.006811616,0.00493053,0.611695556,2,3,2022,2022-07-24,0.04130283,0.01987611,1.107387461,1,"GROW","17_22",-2.30710639437313,-1.70166860841167,0.605437785961453,-2.16674984306142,-1.38402019020131,0.782729652860108,5.12799452429843,-2.18904117743644,-2.01411129223005,0,1
"40","ASC","OCC-ASC-003","POSP","OCC-ASC-003_050",2,2017,2017-06-07,0.002811318,0.000954705,0.259914265,1,3,2022,2022-07-24,0.003121415,0.001068225,0.187712251,2,"GROW","17_22",-3.02013080293345,-2.97133726231989,0.04879354061356,-2.55109002673902,-2.5056484869488,0.0454415397902221,5.12799452429843,-3.01061567174866,-2.54222856255943,0,1
"41","ASC","OCC-ASC-003","ACSP","OCC-ASC-003_051",2,2017,2017-06-07,0.00073736,0.00014395,0.047387465,1,3,2022,2022-07-24,0.002589388,0.001734765,0.184512575,1,"GROW","17_22",-3.8417883307859,-2.76075934860548,1.08102898218042,-3.13232042551815,-2.58680286898048,0.545517556537676,5.12799452429843,-3.63097902179423,-3.0259401331928,0,1
"42","ASC","OCC-ASC-003","POCS","OCC-ASC-003_052",2,2017,2017-06-07,0.000877392,0.0003613,0.082440575,1,3,2022,2022-07-24,0.07657652,0.01586642,0.718146269,1,"GROW","17_22",-3.44213203843198,-1.79952105368855,1.64261098474342,-3.05680632978028,-1.11590437393947,1.94090195584082,5.12799452429843,-3.12180974148722,-2.67831490459563,0,1
"43","ASC","OCC-ASC-003","POCS","OCC-ASC-003_054",2,2017,2017-06-07,0.002087134,0.00091381,0.171363156,1,3,2022,2022-07-24,0.040803817,0.012059675,0.65591882,1,"GROW","17_22",-3.03914409368559,-1.91866439597767,1.12047969770793,-2.68044966708578,-1.38929920885865,1.29115045822713,5.12799452429843,-2.82064157922333,-2.42866498749824,0,1
"44","ASC","OCC-ASC-003","POCS","OCC-ASC-003_055",2,2017,2017-06-07,0.000275446,0.00016872,0.05155969,1,3,2022,2022-07-24,0.065731767,0.021946945,0.907230477,1,"GROW","17_22",-3.77283343326857,-1.65862592471483,2.11420750855374,-3.55996353002706,-1.18222469286744,2.37773883715962,5.12799452429843,-3.36054603738002,-3.09628541455853,0,1
"45","ASC","OCC-ASC-003","POCS","OCC-ASC-003_060",2,2017,2017-06-07,0.000493944,0.00038458,0.083324549,1,3,2022,2022-07-24,0.029980517,0.010220915,0.702663587,1,"GROW","17_22",-3.4150133049012,-1.99051022341234,1.42450308148886,-3.30632228563016,-1.52316088221785,1.78316140341231,5.12799452429843,-3.13722379581748,-2.95859153144097,0,1
"46","ASC","OCC-ASC-003","POCS","OCC-ASC-003_062",2,2017,2017-06-07,0.000871535,0.00017727,0.05560844,1,3,2022,2022-07-24,0.028455562,0.006329755,0.43538597,1,"GROW","17_22",-3.75136475530067,-2.19861309949406,1.55275165580661,-3.05971516735875,-1.54583283261448,1.51388233474427,5.12799452429843,-3.44856574714084,-2.76449598809269,0,1
"47","ASC","OCC-ASC-003","POCS","OCC-ASC-003_063",2,2017,2017-06-07,0.001239158,0.00035812,0.072685211,1,3,2022,2022-07-24,0.022706521,0.008917785,0.533203124,1,"GROW","17_22",-3.44597142417913,-2.04974300232047,1.39622842185865,-2.90687331496912,-1.64384940150217,1.26302391346695,5.12799452429843,-3.17369570016211,-2.66057353686244,0,1
"48","GUA","OCC-GUA-015","POSP","OCC-GUA-015_025",2,2017,2017-05-04,0.007177577,0.004792545,0.378949578,1,3,2022,2022-06-15,0.010257496,0.006010925,0.435594406,1,"GROW","17_22",-2.31943380058659,-2.22105869081184,0.0983751097747421,-2.14402213975856,-1.98895864371794,0.155063496040621,5.11430527036276,-2.30019851747886,-2.11370257769815,0,1
"49","GUA","OCC-GUA-015","POSP","OCC-GUA-015_026",2,2017,2017-05-04,0.006237884,0.003672065,0.268974429,1,3,2022,2022-06-15,0.00642556,0.002570805,0.310804836,1,"GROW","17_22",-2.43508963986418,-2.58993086409449,-0.154841224230308,-2.20496270566549,-2.19208901674193,0.0128736889235586,5.11430527036276,-2.46536574112228,-2.20244551354594,0,1
"50","GUA","OCC-GUA-015","POSP","OCC-GUA-015_041",2,2017,2017-05-04,0.003655974,0.002212265,0.311268079,2,3,2022,2022-06-15,0.017180791,0.00800753,0.364593183,1,"GROW","17_22",-2.65516285153352,-2.09650142558827,0.558661425945247,-2.43699690147669,-1.76495684521798,0.672040056258702,5.11430527036276,-2.54592779488121,-2.305592923667,0,1
"51","GUA","OCC-GUA-015","POSP","OCC-GUA-015_047",2,2017,2017-05-04,0.023984373,0.01352963,0.612631385,1,3,2022,2022-06-15,0.052677491,0.01549058,0.506189738,1,"GROW","17_22",-1.86871408005836,-1.80993232103461,0.0587817590237532,-1.62007163038547,-1.2783749184256,0.341696711959871,5.11430527036276,-1.85722048397516,-1.5532596796128,0,1
"52","GUA","OCC-GUA-015","POSP","OCC-GUA-015_045",2,2017,2017-05-04,0.027691825,0.0170807,0.771858014,1,3,2022,2022-06-15,0.033739834,0.019191175,0.651720426,1,"GROW","17_22",-1.76749433505756,-1.71689843431121,0.0505959007463517,-1.55764842159962,-1.4718570584707,0.0857913631289158,5.11430527036276,-1.75760131966805,-1.5408736382041,0,1
"53","GUA","OCC-GUA-015","POSP","OCC-GUA-015_043",2,2017,2017-05-04,0.009412698,0.00515272,0.320521968,1,3,2022,2022-06-15,0.000670202,0.000486695,0.093960206,1,"GROW","17_22",-2.28796345656063,-3.31274311540343,-1.0247796588428,-2.0262858751309,-3.17379428048811,-1.14750840535721,5.11430527036276,-2.48833860131027,-2.25065816905848,0,1
"54","GUA","OCC-GUA-015","POSP","OCC-GUA-015_054",2,2017,2017-05-04,0.018892395,0.010700915,0.47385959,1,3,2022,2022-06-15,0.032482859,0.017104155,0.587651406,1,"GROW","17_22",-1.97057908563618,-1.76689837648634,0.203680709149833,-1.72371298282184,-1.48834575303678,0.23536722978506,5.11430527036276,-1.93075340093758,-1.67769163342195,0,1
"55","GUA","OCC-GUA-015","POSP","OCC-GUA-015_053",2,2017,2017-05-04,0.002282485,0.00075367,0.131704533,1,3,2022,2022-06-15,0.000538967,0.000504805,0.104833321,1,"GROW","17_22",-3.12281877157147,-3.29687635213624,-0.174057580564771,-2.64159206787412,-3.26843782508533,-0.626845757211217,5.11430527036276,-3.15685224657215,-2.7641592053588,0,1
"56","GUA","OCC-GUA-015","POSP","OCC-GUA-015_052",2,2017,2017-05-04,0.018659568,0.011197,0.562151774,1,3,2022,2022-06-15,0.030194079,0.01461935,0.87507637,1,"GROW","17_22",-1.95089832179144,-1.83507193638559,0.115826385405849,-1.72909841511192,-1.5200782129945,0.20902020211742,5.11430527036276,-1.92825079113326,-1.68822869946771,0,1
"57","GUA","OCC-GUA-015","POSP","OCC-GUA-015_051",2,2017,2017-05-04,0.013126297,0.007327355,0.401226124,1,3,2022,2022-06-15,0.000414635,0.00029194,0.075550365,1,"GROW","17_22",-2.13505276699706,-3.53470639631336,-1.3996536293163,-1.88185777347527,-3.38233404120668,-1.50047626773142,5.11430527036276,-2.40872701116611,-2.17524586597468,0,1
"58","GUA","OCC-GUA-015","POSP","OCC-GUA-015_048",2,2017,2017-05-04,0.02274816,0.014192185,0.60316262,1,3,2022,2022-06-15,0.003540234,0.001079045,0.209047634,2,"GROW","17_22",-1.8479507362979,-2.96696044332064,-1.11900970702274,-1.6430537257833,-2.45096803132163,-0.807914305538336,5.11430527036276,-2.06675068035039,-1.80102519264512,0,1
"59","GUA","OCC-GUA-015","POSP","OCC-GUA-015_042",2,2017,2017-05-04,0.009504195,0.007012555,0.357281954,1,3,2022,2022-06-15,0.010925293,0.005678555,0.398063409,1,"GROW","17_22",-2.15412371951791,-2.24576216347303,-0.0916384439551208,-2.02208466174049,-1.96156690707362,0.0605177546668765,5.11430527036276,-2.17204178250217,-2.01025162646636,0,1
"60","GUA","OCC-GUA-015","POSP","OCC-GUA-015_050",2,2017,2017-05-04,0.010377051,0.006521265,0.472663244,2,3,2022,2022-06-15,0.032953341,0.01933619,0.826888293,1,"GROW","17_22",-2.18566815131849,-1.71362909514353,0.472039056174958,-1.98392604883751,-1.48210054755533,0.50182550128218,5.11430527036276,-2.0933703647725,-1.88580411931754,0,1
"61","GUA","OCC-GUA-015","POSP","OCC-GUA-015_094",2,2017,2017-05-04,0.005568009,0.003842215,0.325843978,1,3,2022,2022-06-15,0.013291537,0.008160745,0.489410117,1,"GROW","17_22",-2.4154183368452,-2.08827019239564,0.327148144449557,-2.25430007141345,-1.87642479542878,0.377875275984664,5.11430527036276,-2.35145106716629,-2.18041412679171,0,1
"62","GUA","OCC-GUA-015","POCS","OCC-GUA-015_114",2,2017,2017-05-04,0.01011763,0.00501858,0.368251447,1,3,2022,2022-06-15,0.003903058,0.00302765,0.318773932,1,"GROW","17_22",-2.29941914847311,-2.51889433123742,-0.21947518276431,-1.99492120671204,-2.4085949949927,-0.413673788280658,5.11430527036276,-2.34233312625933,-2.07580683367644,0,1
"63","GUA","OCC-GUA-015","POCS","OCC-GUA-015_122",2,2017,2017-05-04,0.002851832,0.002077745,0.204454709,1,3,2022,2022-06-15,0.015323761,0.004544465,0.33298115,1,"GROW","17_22",-2.6824077541265,-2.34251723702373,0.339890517102768,-2.54487606213784,-1.81463463019396,0.730241431943877,5.11430527036276,-2.61594896859557,-2.40209197058671,0,1
"64","GUA","OCC-GUA-015","POCS","OCC-GUA-015_123",2,2017,2017-05-04,0.003322791,0.000662585,0.100572038,1,3,2022,2022-06-15,0.020608108,0.00610434,0.56567508,1,"GROW","17_22",-3.17875840016394,-2.21436128501196,0.964397115151979,-2.47849697452064,-1.68596187832644,0.792535096194204,5.11430527036276,-2.99018985288917,-2.32353260413256,0,1
"65","GUA","OCC-GUA-015","POCS","OCC-GUA-015_125",2,2017,2017-05-04,0.002761948,0.00210221,0.210926842,1,3,2022,2022-06-15,0.021315326,0.009022565,0.704898717,1,"GROW","17_22",-2.67732390234881,-2.04466998053034,0.632653921818469,-2.55878450226921,-1.67130802079689,0.887476481472318,5.11430527036276,-2.55362109456284,-2.38525624485071,0,1
"66","GUA","OCC-GUA-025","POSP","OCC-GUA-025_025",2,2017,2017-05-03,0.195107352,0.12840304,4.161192159,1,3,2022,2022-07-08,0.075911555,0.04779025,1.844872594,2,"GROW","17_22",-0.891424694027321,-1.3206606975952,-0.429236003567882,-0.709726365290913,-1.11969211223645,-0.409965746945533,5.18001368925394,-0.974288568394746,-0.788870122728469,0,1
"67","GUA","OCC-GUA-025","POSP","OCC-GUA-025_066",2,2017,2017-05-03,0.006922957,0.004794395,0.403474446,1,3,2022,2022-07-08,0.003498219,0.002407625,0.422600487,2,"GROW","17_22",-2.3192661882303,-2.61841115575027,-0.299144967519974,-2.1597083658782,-2.45615300574518,-0.29644463986698,5.18001368925394,-2.37701602934376,-2.21693690959459,0,1
"68","GUA","OCC-GUA-025","POSP","OCC-GUA-025_067",2,2017,2017-05-03,0.018024432,0.01076199,0.468695991,1,3,2022,2022-07-08,0.050924895,0.03112519,0.918232383,1,"GROW","17_22",-1.96810741583411,-1.50688798878939,0.461219427044722,-1.74413841222032,-1.29306985778126,0.451068554439059,5.18001368925394,-1.87906915170722,-1.65705977083086,0,1
"69","GUA","OCC-GUA-025","POSP","OCC-GUA-025_068",2,2017,2017-05-03,0.000788316,0.000370765,0.081217945,1,3,2022,2022-07-08,0.00532407,0.002853895,0.242512555,1,"GROW","17_22",-3.43090126973869,-2.54456200941319,0.886339260325496,-3.10329965872039,-2.27375624312714,0.829543415593256,5.18001368925394,-3.25979375661296,-2.94315656540885,0,1
"70","GUA","OCC-GUA-025","POSP","OCC-GUA-025_071",2,2017,2017-05-03,0.024015021,0.00814888,0.575150531,1,3,2022,2022-07-08,0.006565468,0.00419102,0.536920753,3,"GROW","17_22",-2.08890207754773,-2.37768026666105,-0.288778189113315,-1.61951702925487,-2.18273431107133,-0.56321728181646,5.18001368925394,-2.14465061537735,-1.72824594689941,0,1
"71","GUA","OCC-GUA-025","POSP","OCC-GUA-025_070",2,2017,2017-05-03,0.00538648,0.000489875,0.132785688,1,3,2022,2022-07-08,0.002319644,0.000897395,0.156034451,1,"GROW","17_22",-3.30991472351384,-3.04701635454716,0.262898368966681,-2.26869494835064,-2.63457866196212,-0.365883713611474,5.18001368925394,-3.2591622767564,-2.33932868323256,0,1
