"","Island","Site","Genus","Site_Genet","TP_ID_STA","Year_STA","TL_Date_STA","TL_Area_STA","TL_Perim_STA","TP_ID_END","Year_END","TL_Date_END","TL_Area_END","TL_Perim_END","TransitionTypeSimple","Interval_Years","l10_Area_STA","l10_Area_END","l10TransitionMagnitude"
"35","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_193",1,2014,2014-05-18,356.44,86.9,2,2017,2017-06-05,1.49,6.5,"GROW",3.04996577686516,2.55198643499587,0.173186268412274,-2.3788001665836
"36","MAU","OCC-MAU-002","POSP","OCC-MAU-002_072",1,2014,2014-05-18,23354.46,1646.1,2,2017,2017-06-05,2495.01,1697.9,"GROW",3.04996577686516,4.3683698300168,3.39707229061517,-0.971297539401636
"37","MAU","OCC-MAU-019","POSP","OCC-MAU-019_053",1,2014,2014-05-06,9334.66,2712.9,2,2017,2017-06-13,6709.05,4795.5,"GROW",3.1047227926078,3.9700985040941,3.82666102851966,-0.143437475574442
"38","MAU","OCC-MAU-019","POSP","OCC-MAU-019_058",1,2014,2014-05-06,6.86,18.4,2,2017,2017-06-13,17.57,23.3,"GROW",3.1047227926078,0.836324115706752,1.24477176149529,0.408447645788543
"39","MAU","OCC-MAU-019","POSP","OCC-MAU-019_059",1,2014,2014-05-06,30.08,26.6,2,2017,2017-06-13,35.17,34.6,"GROW",3.1047227926078,1.4782778319196,1.54617236831694,0.067894536397338
"40","MAU","OCC-MAU-019","POSP","OCC-MAU-019_089",1,2014,2014-05-06,6233.59,520.5,2,2017,2017-06-13,6438.63,472.9,"GROW",3.1047227926078,3.79473823416263,3.8087934687984,0.0140552346357703
"41","MAU","OCC-MAU-019","POSP","OCC-MAU-019_092",1,2014,2014-05-06,623.2,165.9,2,2017,2017-06-13,718.96,169.3,"GROW",3.1047227926078,2.79462744466451,2.85670472868258,0.0620772840180761
"42","MAU","OCC-MAU-019","POSP","OCC-MAU-019_093",1,2014,2014-05-06,17741.98,936.9,2,2017,2017-06-13,16568.02,1587.7,"GROW",3.1047227926078,4.24900208534294,4.21927061014206,-0.0297314752008813
"43","MAU","OCC-MAU-019","POSP","OCC-MAU-019_108",1,2014,2014-05-06,4173.07,509.3,2,2017,2017-06-13,4251.87,566.1,"GROW",3.1047227926078,3.62045566972459,3.62857997759497,0.00812430787037943
"44","MAU","OCC-MAU-019","POSP","OCC-MAU-019_109",1,2014,2014-05-06,22406.41,1161.5,2,2017,2017-06-13,21652.94,1273.3,"GROW",3.1047227926078,4.35037227857496,4.33551687247184,-0.014855406103119
"45","MAU","OCC-MAU-019","POSP","OCC-MAU-019_110",1,2014,2014-05-06,178.98,59.7,2,2017,2017-06-13,239.75,83.1,"GROW",3.1047227926078,2.25280450374571,2.3797586158427,0.126954112096995
"46","MAU","OCC-MAU-019","POSP","OCC-MAU-019_111",1,2014,2014-05-06,2.94,7.4,2,2017,2017-06-13,14.26,16.6,"GROW",3.1047227926078,0.468347330412157,1.15411952551585,0.685772195103689
"47","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_217",1,2014,2014-05-18,0,0,2,2017,2017-06-05,103.64,91.1,"RECR",3.04996577686516,NA,2.01552740431379,NA
"48","MAU","OCC-MAU-002","POCS","OCC-MAU-002_218",1,2014,2014-05-18,0,0,2,2017,2017-06-05,3.47,7.5,"RECR",3.04996577686516,NA,0.540329474790874,NA
"49","MAU","OCC-MAU-002","POCS","OCC-MAU-002_219",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.64,6.4,"RECR",3.04996577686516,NA,0.421603926869831,NA
"50","MAU","OCC-MAU-002","POCS","OCC-MAU-002_220",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.03,6.1,"RECR",3.04996577686516,NA,0.307496037913213,NA
"51","MAU","OCC-MAU-002","POCS","OCC-MAU-002_221",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.53,6.6,"RECR",3.04996577686516,NA,0.403120521175818,NA
"52","MAU","OCC-MAU-002","POSP","OCC-MAU-002_222",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.63,6.2,"RECR",3.04996577686516,NA,0.419955748489758,NA
"53","MAU","OCC-MAU-002","POSP","OCC-MAU-002_223",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.68,6.5,"RECR",3.04996577686516,NA,0.428134794028789,NA
"54","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_224",1,2014,2014-05-18,0,0,2,2017,2017-06-05,4.03,9.8,"RECR",3.04996577686516,NA,0.605305046141109,NA
"55","MAU","OCC-MAU-002","POSP","OCC-MAU-002_225",1,2014,2014-05-18,0,0,2,2017,2017-06-05,5.36,9.8,"RECR",3.04996577686516,NA,0.72916478969277,NA
"56","MAU","OCC-MAU-002","POCS","OCC-MAU-002_226",1,2014,2014-05-18,0,0,2,2017,2017-06-05,4.17,8.3,"RECR",3.04996577686516,NA,0.620136054973757,NA
"57","MAU","OCC-MAU-002","POSP","OCC-MAU-002_227",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.2,6.4,"RECR",3.04996577686516,NA,0.342422680822206,NA
"58","MAU","OCC-MAU-002","POSP","OCC-MAU-002_228",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.22,6.7,"RECR",3.04996577686516,NA,0.346352974450639,NA
"59","MAU","OCC-MAU-002","POCS","OCC-MAU-002_229",1,2014,2014-05-18,0,0,2,2017,2017-06-05,4.46,8.6,"RECR",3.04996577686516,NA,0.649334858712142,NA
"60","MAU","OCC-MAU-002","POCS","OCC-MAU-002_230",1,2014,2014-05-18,0,0,2,2017,2017-06-05,6.69,14.3,"RECR",3.04996577686516,NA,0.825426117767823,NA
"61","MAU","OCC-MAU-002","POCS","OCC-MAU-002_231",1,2014,2014-05-18,0,0,2,2017,2017-06-05,2.07,6.4,"RECR",3.04996577686516,NA,0.315970345456918,NA
"62","MAU","OCC-MAU-002","POSP","OCC-MAU-002_232",1,2014,2014-05-18,0,0,2,2017,2017-06-05,28.71,30.3,"RECR",3.04996577686516,NA,1.45803319249651,NA
"63","MAU","OCC-MAU-002","POSP","OCC-MAU-002_233",1,2014,2014-05-18,0,0,2,2017,2017-06-05,65.62,40.4,"RECR",3.04996577686516,NA,1.81703622605003,NA
"64","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_235",1,2014,2014-05-18,0,0,2,2017,2017-06-05,23.51,19.7,"RECR",3.04996577686516,NA,1.37125262912494,NA
"65","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_236",1,2014,2014-05-18,0,0,2,2017,2017-06-05,15.59,19.3,"RECR",3.04996577686516,NA,1.19284611518884,NA
"66","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_237",1,2014,2014-05-18,0,0,2,2017,2017-06-05,29.65,24.5,"RECR",3.04996577686516,NA,1.47202469770028,NA
"67","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_238",1,2014,2014-05-18,0,0,2,2017,2017-06-05,35.17,24.2,"RECR",3.04996577686516,NA,1.54617236831694,NA
"68","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_234",1,2014,2014-05-18,0,0,2,2017,2017-06-05,6.87,11,"RECR",3.04996577686516,NA,0.83695673705955,NA
"69","MAU","OCC-MAU-019","POSP","OCC-MAU-019_153",1,2014,2014-05-06,0,0,2,2017,2017-06-13,2.26,6.2,"RECR",3.1047227926078,NA,0.354108439147401,NA
"70","MAU","OCC-MAU-019","POSP","OCC-MAU-019_154",1,2014,2014-05-06,0,0,2,2017,2017-06-13,2.15,5.9,"RECR",3.1047227926078,NA,0.332438459915605,NA
"71","MAU","OCC-MAU-019","POSP","OCC-MAU-019_155",1,2014,2014-05-06,0,0,2,2017,2017-06-13,3.55,8.3,"RECR",3.1047227926078,NA,0.550228353055094,NA
"72","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_156",1,2014,2014-05-06,0,0,2,2017,2017-06-13,14.22,15.8,"RECR",3.1047227926078,NA,1.15289959639375,NA
"73","MAU","OCC-MAU-019","POCS","OCC-MAU-019_157",1,2014,2014-05-06,0,0,2,2017,2017-06-13,38.78,31.2,"RECR",3.1047227926078,NA,1.58860780474269,NA
"74","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_158",1,2014,2014-05-06,0,0,2,2017,2017-06-13,31.5,27.7,"RECR",3.1047227926078,NA,1.4983105537896,NA
"75","MAU","OCC-MAU-019","POSP","OCC-MAU-019_159",1,2014,2014-05-06,0,0,2,2017,2017-06-13,9.62,15.2,"RECR",3.1047227926078,NA,0.983175072037813,NA
"76","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_160",1,2014,2014-05-06,0,0,2,2017,2017-06-13,150.89,97.1,"RECR",3.1047227926078,NA,2.17866045853817,NA
"77","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_161",1,2014,2014-05-06,0,0,2,2017,2017-06-13,13.16,16.3,"RECR",3.1047227926078,NA,1.11925588927794,NA
"78","MAU","OCC-MAU-019","POCS","OCC-MAU-019_162",1,2014,2014-05-06,0,0,2,2017,2017-06-13,5.79,10.5,"RECR",3.1047227926078,NA,0.762678563727436,NA
"79","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_163",1,2014,2014-05-06,0,0,2,2017,2017-06-13,10.31,15.7,"RECR",3.1047227926078,NA,1.01325866528352,NA
"80","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_164",1,2014,2014-05-06,0,0,2,2017,2017-06-13,7.3,11.3,"RECR",3.1047227926078,NA,0.863322860120456,NA
"81","MAU","OCC-MAU-019","POCS","OCC-MAU-019_165",1,2014,2014-05-06,0,0,2,2017,2017-06-13,12.28,16.2,"RECR",3.1047227926078,NA,1.08919836680515,NA
"82","MAU","OCC-MAU-019","ACSP","OCC-MAU-019_166",1,2014,2014-05-06,0,0,2,2017,2017-06-13,16.76,20.2,"RECR",3.1047227926078,NA,1.22427401429426,NA
"83","MAU","OCC-MAU-002","POCS","OCC-MAU-002_025",1,2014,2014-05-18,384.24,111.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.58460257363091,NA,NA
"84","MAU","OCC-MAU-002","POSP","OCC-MAU-002_026",1,2014,2014-05-18,2.42,6.1,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.383815365980431,NA,NA
"85","MAU","OCC-MAU-002","POSP","OCC-MAU-002_027",1,2014,2014-05-18,28.16,40.4,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.44963265047007,NA,NA
"86","MAU","OCC-MAU-002","POCS","OCC-MAU-002_028",1,2014,2014-05-18,163.74,102.4,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.21415478605354,NA,NA
"87","MAU","OCC-MAU-002","POSP","OCC-MAU-002_029",1,2014,2014-05-18,63.37,54.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.80188370712524,NA,NA
"88","MAU","OCC-MAU-002","POSP","OCC-MAU-002_030",1,2014,2014-05-18,3.03,7.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.481442628502305,NA,NA
"89","MAU","OCC-MAU-002","POSP","OCC-MAU-002_031",1,2014,2014-05-18,46.6,55.9,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.66838591669,NA,NA
"90","MAU","OCC-MAU-002","POSP","OCC-MAU-002_032",1,2014,2014-05-18,9.06,13.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.957128197676813,NA,NA
"91","MAU","OCC-MAU-002","POSP","OCC-MAU-002_033",1,2014,2014-05-18,19.16,32.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.28239550474253,NA,NA
"92","MAU","OCC-MAU-002","POCS","OCC-MAU-002_034",1,2014,2014-05-18,156.27,66.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.19387561215236,NA,NA
"93","MAU","OCC-MAU-002","POCS","OCC-MAU-002_035",1,2014,2014-05-18,266.92,95.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.42638111617873,NA,NA
"94","MAU","OCC-MAU-002","POSP","OCC-MAU-002_036",1,2014,2014-05-18,47.47,41.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.67641923171836,NA,NA
"95","MAU","OCC-MAU-002","POSP","OCC-MAU-002_037",1,2014,2014-05-18,5.55,10.1,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.744292983122676,NA,NA
"96","MAU","OCC-MAU-002","POSP","OCC-MAU-002_038",1,2014,2014-05-18,3.91,8.4,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.592176757395867,NA,NA
"97","MAU","OCC-MAU-002","POSP","OCC-MAU-002_039",1,2014,2014-05-18,3.42,8.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.534026106056135,NA,NA
"98","MAU","OCC-MAU-002","POSP","OCC-MAU-002_041",1,2014,2014-05-18,22.05,19.7,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.34340859380386,NA,NA
"99","MAU","OCC-MAU-002","POSP","OCC-MAU-002_042",1,2014,2014-05-18,15.83,15.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.19948091486236,NA,NA
"100","MAU","OCC-MAU-002","POSP","OCC-MAU-002_043",1,2014,2014-05-18,2.09,6.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.320146286111054,NA,NA
"101","MAU","OCC-MAU-002","POSP","OCC-MAU-002_044",1,2014,2014-05-18,6.85,10.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.835690571492426,NA,NA
"102","MAU","OCC-MAU-002","POSP","OCC-MAU-002_046",1,2014,2014-05-18,9.06,13.7,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.957128197676813,NA,NA
"103","MAU","OCC-MAU-002","POSP","OCC-MAU-002_047",1,2014,2014-05-18,19.04,18.4,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.27966694404846,NA,NA
"104","MAU","OCC-MAU-002","POSP","OCC-MAU-002_048",1,2014,2014-05-18,80.81,48.3,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.90746510676586,NA,NA
"105","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_049",1,2014,2014-05-18,11.13,17.3,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.04649516433471,NA,NA
"106","MAU","OCC-MAU-002","POSP","OCC-MAU-002_050",1,2014,2014-05-18,13.32,14.7,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.12450422483428,NA,NA
"107","MAU","OCC-MAU-002","POSP","OCC-MAU-002_051",1,2014,2014-05-18,5.17,10.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.713490543093943,NA,NA
"108","MAU","OCC-MAU-002","POSP","OCC-MAU-002_054",1,2014,2014-05-18,2.45,6.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.389166084364532,NA,NA
"109","MAU","OCC-MAU-002","POCS","OCC-MAU-002_055",1,2014,2014-05-18,10.94,14.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.03901732199741,NA,NA
"110","MAU","OCC-MAU-002","POSP","OCC-MAU-002_057",1,2014,2014-05-18,2.58,6.1,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.41161970596323,NA,NA
"111","MAU","OCC-MAU-002","POCS","OCC-MAU-002_058",1,2014,2014-05-18,205.83,78,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.31350867404607,NA,NA
"112","MAU","OCC-MAU-002","POCS","OCC-MAU-002_059",1,2014,2014-05-18,15.62,15.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.19368102954128,NA,NA
"113","MAU","OCC-MAU-002","POCS","OCC-MAU-002_060",1,2014,2014-05-18,17.35,18.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.23929947912689,NA,NA
"114","MAU","OCC-MAU-002","POCS","OCC-MAU-002_061",1,2014,2014-05-18,183.99,64.9,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.26479421940716,NA,NA
"115","MAU","OCC-MAU-002","POCS","OCC-MAU-002_062",1,2014,2014-05-18,2.18,5.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.338456493604605,NA,NA
"116","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_064",1,2014,2014-05-18,30.09,34.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.47842218774008,NA,NA
"117","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_065",1,2014,2014-05-18,6.3,10.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.799340549453582,NA,NA
"118","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_067",1,2014,2014-05-18,349.44,215.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.54337261668862,NA,NA
"119","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_068",1,2014,2014-05-18,199.49,116.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.29992113033019,NA,NA
"120","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_066",1,2014,2014-05-18,62.15,46.9,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.79344113297766,NA,NA
"121","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_069",1,2014,2014-05-18,359.62,178.2,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.55584383669885,NA,NA
"122","MAU","OCC-MAU-002","POSP","OCC-MAU-002_070",1,2014,2014-05-18,8.46,15,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.927370363039024,NA,NA
"123","MAU","OCC-MAU-002","ACSP","OCC-MAU-002_071",1,2014,2014-05-18,478.96,109.3,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.68029924513763,NA,NA
"124","MAU","OCC-MAU-002","POCS","OCC-MAU-002_073",1,2014,2014-05-18,334.92,113.3,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,2.52494108253626,NA,NA
"125","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_074",1,2014,2014-05-18,26.07,28.9,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.41614103116833,NA,NA
"126","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_075",1,2014,2014-05-18,1.39,4.5,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.143014800254095,NA,NA
"127","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_076",1,2014,2014-05-18,70.13,54.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.84590383889878,NA,NA
"128","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_077",1,2014,2014-05-18,51.95,35.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.7155855518932,NA,NA
"129","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_078",1,2014,2014-05-18,7.74,11.8,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.888740960682893,NA,NA
"130","MAU","OCC-MAU-002","POCS","OCC-MAU-002_079",1,2014,2014-05-18,64.11,38.1,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.80692577688373,NA,NA
"131","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_080",1,2014,2014-05-18,45.07,41.1,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.65388755807098,NA,NA
"132","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_081",1,2014,2014-05-18,1.96,5.3,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.292256071356476,NA,NA
"133","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_082",1,2014,2014-05-18,5.58,9.4,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.746634198937579,NA,NA
"134","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_084",1,2014,2014-05-18,5.87,9.6,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,0.768638101247614,NA,NA
"135","MAU","OCC-MAU-002","MOSP","OCC-MAU-002_085",1,2014,2014-05-18,78.29,78.7,2,2017,2017-06-05,0,0,"MORT",3.04996577686516,1.89370629306471,NA,NA
